treatment: dry
timestamp, Vin, d6_bottom, d6_top, d7_bottom, d7_top, d10_bottom, d10_top, d11_bottom, d11_top
2019/11/1 13:36:44,4.925,21.042,22.048,21.248,21.196,20.972,22.899,20.018,21.486
2019/11/1 13:37:14,4.925,21.308,22.093,21.280,21.178,21.014,22.923,20.074,21.430
2019/11/1 13:37:44,4.928,21.630,22.233,21.400,21.372,21.215,23.140,20.195,21.592
2019/11/1 13:38:15,4.925,21.639,22.428,21.706,21.709,21.580,23.488,20.602,21.922
2019/11/1 13:38:45,4.925,21.570,22.585,21.852,21.887,21.625,23.743,20.710,22.079
2019/11/1 13:39:15,4.926,21.599,22.562,21.861,21.833,21.544,23.689,20.496,21.966
2019/11/1 13:39:45,4.925,21.772,22.710,21.971,22.013,21.852,24.099,20.861,22.198
2019/11/1 13:40:16,4.926,21.572,22.653,21.750,21.851,21.561,23.884,20.618,21.934
2019/11/1 13:40:46,4.925,21.622,22.313,21.447,21.615,21.220,23.628,20.193,21.639
2019/11/1 13:41:16,4.926,21.795,22.437,21.603,21.711,21.516,23.923,20.576,21.872
2019/11/1 13:41:46,4.926,21.477,22.343,21.561,21.558,21.397,23.996,20.398,21.683
2019/11/1 13:42:17,4.925,21.604,22.518,21.796,21.727,21.556,24.281,20.581,21.824
2019/11/1 13:42:47,4.925,22.218,22.780,22.051,22.100,21.985,24.661,20.979,22.131
2019/11/1 13:43:17,4.925,22.508,23.199,22.508,22.459,22.417,25.119,21.552,22.564
2019/11/1 13:43:47,4.925,22.794,23.698,22.961,23.038,22.885,25.925,21.985,23.171
2019/11/1 13:44:18,4.925,22.738,23.698,22.850,22.902,22.655,25.725,21.671,23.024
2019/11/1 13:44:48,4.925,23.181,23.719,22.941,23.052,22.878,25.998,21.845,23.104
2019/11/1 13:45:18,4.925,22.982,23.736,23.164,23.216,23.003,26.240,21.971,23.227
2019/11/1 13:45:48,4.925,23.471,24.082,23.282,23.380,23.164,26.412,22.166,23.227
2019/11/1 13:46:19,4.925,22.595,23.621,22.682,22.801,22.281,25.918,21.231,22.801
2019/11/1 13:46:49,4.926,21.414,22.733,21.770,22.032,21.456,25.065,20.538,22.060
2019/11/1 13:47:19,4.925,21.116,22.372,21.493,21.597,21.088,24.001,20.382,21.807
2019/11/1 13:47:49,4.926,20.733,21.739,20.688,20.950,20.475,22.761,19.698,21.306
2019/11/1 13:48:20,4.925,21.025,21.758,20.941,20.993,20.756,23.579,19.920,21.262
2019/11/1 13:48:50,4.926,21.222,22.161,21.432,21.488,21.079,24.482,20.167,21.606
2019/11/1 13:49:20,4.925,21.371,22.243,21.535,21.524,21.262,24.710,20.294,21.639
2019/11/1 13:49:50,4.925,21.489,22.424,21.678,21.744,21.447,25.130,20.532,21.964
2019/11/1 13:50:20,4.928,21.707,22.540,21.871,21.798,21.574,25.318,20.565,21.906
2019/11/1 13:50:51,4.925,22.194,22.864,22.212,22.121,22.100,25.827,20.979,22.239
2019/11/1 13:51:21,4.925,22.536,23.192,22.648,22.602,22.543,26.177,21.524,22.700
2019/11/1 13:51:51,4.925,22.520,23.420,22.782,22.827,22.649,26.793,21.616,22.886
2019/11/1 13:52:21,4.925,22.780,23.764,23.164,23.268,22.996,27.344,22.016,23.314
2019/11/1 13:52:52,4.925,23.417,24.314,23.734,23.926,23.772,28.105,22.827,23.783
2019/11/1 13:53:22,4.925,24.108,24.712,24.149,24.293,24.167,28.335,23.172,24.156
2019/11/1 13:53:52,4.925,24.066,24.813,23.999,24.195,23.985,28.360,22.942,24.233
2019/11/1 13:54:22,4.925,23.821,24.513,23.699,23.758,23.591,27.826,22.579,23.751
2019/11/1 13:54:53,4.925,23.427,24.432,23.818,23.790,23.539,27.985,22.517,23.699
2019/11/1 13:55:23,4.925,23.389,24.261,23.546,23.577,23.284,27.604,22.217,23.329
2019/11/1 13:55:53,4.925,23.042,23.722,22.965,22.972,22.574,26.901,21.510,22.738
2019/11/1 13:56:23,4.925,23.026,23.706,23.068,23.047,22.771,26.825,21.766,22.754
2019/11/1 13:56:54,4.925,22.642,23.682,23.064,23.008,22.632,26.846,21.627,22.921
2019/11/1 13:57:24,4.925,22.581,23.628,23.038,22.923,22.655,26.778,21.643,22.763
2019/11/1 13:57:54,4.925,22.876,23.884,23.417,23.326,23.040,27.381,22.063,23.169
2019/11/1 13:58:24,4.925,22.693,23.788,23.307,23.150,22.850,27.267,21.814,23.024
2019/11/1 13:58:55,4.925,22.337,23.384,22.731,22.787,22.267,26.679,21.172,22.494
2019/11/1 13:59:25,4.925,22.382,23.349,22.881,22.832,22.592,26.939,21.566,22.745
2019/11/1 13:59:55,4.925,22.871,23.764,23.394,23.296,23.091,27.485,22.037,23.237
2019/11/1 14:0:25,4.925,23.420,24.359,24.048,23.985,23.741,27.801,22.722,23.804
2019/11/1 14:0:56,4.925,23.310,24.089,23.520,23.530,23.091,27.263,22.006,23.094
2019/11/1 14:1:26,4.925,22.470,23.712,23.087,23.070,22.574,27.281,21.699,23.000
2019/11/1 14:1:56,4.925,22.588,23.425,22.825,22.756,22.341,26.725,21.294,22.498
2019/11/1 14:2:26,4.925,21.967,23.164,22.518,22.449,22.034,26.760,21.060,22.512
2019/11/1 14:2:57,4.928,22.017,23.130,22.648,22.582,22.171,26.794,21.142,22.380
2019/11/1 14:3:27,4.925,22.187,23.146,22.620,22.417,22.257,26.841,21.178,22.386
2019/11/1 14:3:57,4.925,22.166,22.944,22.348,22.208,21.863,26.430,20.721,22.135
2019/11/1 14:4:27,4.925,22.246,23.052,22.456,22.375,22.103,26.806,21.060,22.459
2019/11/1 14:4:58,4.925,22.665,23.642,23.038,23.056,22.651,27.359,21.740,22.916
2019/11/1 14:5:28,4.925,23.059,24.033,23.171,23.307,22.798,27.669,21.737,23.118
2019/11/1 14:5:58,4.925,22.588,23.684,23.007,22.860,22.271,27.112,21.322,22.696
2019/11/1 14:6:28,4.925,22.459,23.467,22.791,22.818,22.201,27.038,21.206,22.853
2019/11/1 14:6:59,4.925,22.735,23.450,22.867,22.825,22.442,26.827,21.336,22.592
2019/11/1 14:7:29,4.925,22.478,23.385,22.789,22.771,22.415,27.191,21.445,22.625
2019/11/1 14:7:59,4.925,22.707,23.635,23.080,23.035,22.686,27.302,21.720,22.853
2019/11/1 14:8:29,4.925,22.051,23.136,22.355,22.449,22.020,26.788,21.074,22.170
2019/11/1 14:8:59,4.925,21.470,22.534,21.770,21.850,21.428,26.123,20.572,21.808
2019/11/1 14:9:30,4.925,21.632,22.536,21.828,21.953,21.789,26.472,20.808,21.901
2019/11/1 14:10:0,4.925,21.695,22.431,21.758,21.772,21.618,26.047,20.612,21.720
2019/11/1 14:10:30,4.926,21.774,22.583,21.840,21.872,21.697,26.000,20.677,21.753
2019/11/1 14:11:0,4.925,21.674,22.505,21.800,21.873,21.531,25.732,20.665,21.904
2019/11/1 14:11:31,4.926,21.243,22.105,21.383,21.460,21.090,25.422,20.188,21.533
2019/11/1 14:12:1,4.926,21.428,22.290,21.704,21.788,21.596,25.590,20.705,21.830
2019/11/1 14:12:31,4.928,21.613,22.600,22.014,22.087,21.815,26.131,20.956,22.045
2019/11/1 14:13:1,4.925,21.765,22.906,22.267,22.271,21.863,26.233,20.958,22.208
2019/11/1 14:13:32,4.925,22.062,23.052,22.438,22.442,22.205,26.483,21.350,22.480
2019/11/1 14:14:2,4.925,22.253,23.070,22.351,22.421,22.274,26.475,21.311,22.365
2019/11/1 14:14:32,4.925,22.180,23.059,22.414,22.400,22.048,26.339,21.112,22.382
2019/11/1 14:15:2,4.926,21.994,23.117,22.538,22.559,22.220,26.369,21.442,22.489
2019/11/1 14:15:33,4.925,22.274,23.209,22.484,22.473,22.096,26.332,21.189,22.407
2019/11/1 14:16:3,4.925,22.194,23.307,22.550,22.525,22.306,26.472,21.297,22.571
2019/11/1 14:16:33,4.925,22.145,23.247,22.581,22.574,22.225,26.188,21.346,22.620
2019/11/1 14:17:3,4.925,21.992,23.160,22.452,22.477,22.187,26.205,21.378,22.557
2019/11/1 14:17:34,4.925,22.023,23.021,22.327,22.309,22.110,25.756,21.182,22.278
2019/11/1 14:18:4,4.925,22.218,22.941,22.208,21.995,22.009,25.599,21.035,21.904
2019/11/1 14:18:34,4.925,21.936,22.714,22.044,21.925,21.859,25.200,20.864,21.936
2019/11/1 14:19:4,4.926,21.411,22.433,21.697,21.631,21.537,25.048,20.667,21.697
2019/11/1 14:19:35,4.926,21.202,22.217,21.502,21.359,21.156,24.660,20.247,21.275
2019/11/1 14:20:5,4.926,21.100,22.241,21.383,21.310,21.247,24.782,20.377,21.376
2019/11/1 14:20:35,4.926,21.062,21.952,21.090,21.016,21.093,24.527,20.121,20.929
2019/11/1 14:21:5,4.925,20.885,21.838,21.119,20.979,20.990,24.274,20.035,21.067
2019/11/1 14:21:36,4.926,20.663,21.659,20.821,20.698,20.719,24.139,19.698,20.831
2019/11/1 14:22:6,4.926,20.604,21.683,20.988,20.915,20.636,23.947,19.848,21.093
2019/11/1 14:22:36,4.926,20.775,21.861,21.282,21.142,20.922,24.268,20.191,21.366
2019/11/1 14:23:6,4.926,21.167,22.081,21.376,21.257,21.215,24.415,20.338,21.439
2019/11/1 14:23:36,4.926,21.048,21.900,21.184,21.167,20.992,23.808,20.142,21.282
2019/11/1 14:24:7,4.926,21.006,22.074,21.421,21.268,21.076,24.069,20.293,21.442
2019/11/1 14:24:37,4.925,21.475,22.313,21.615,21.475,21.489,24.158,20.539,21.632
2019/11/1 14:25:7,4.927,21.380,22.266,21.523,21.377,21.241,24.083,20.095,21.440
2019/11/1 14:25:37,4.926,21.449,22.412,21.770,21.648,21.558,24.056,20.740,21.767
2019/11/1 14:26:8,4.926,21.418,22.520,21.798,21.669,21.453,24.118,20.660,21.934
2019/11/1 14:26:38,4.926,21.222,22.102,21.299,21.222,20.985,23.605,20.027,21.617
2019/11/1 14:27:8,4.926,21.055,21.858,21.111,21.069,20.898,23.208,19.953,21.257
2019/11/1 14:27:38,4.926,20.587,21.770,21.002,20.981,20.688,23.148,19.915,21.104
2019/11/1 14:28:9,4.926,20.412,21.648,20.891,20.681,20.559,23.061,19.764,20.926
2019/11/1 14:28:39,4.926,20.583,21.502,20.688,20.601,20.615,22.876,19.764,20.898
2019/11/1 14:29:9,4.926,20.317,21.414,20.684,20.622,20.513,22.953,19.841,21.023
2019/11/1 14:29:39,4.926,20.457,21.352,20.569,20.443,20.408,22.726,19.557,20.817
2019/11/1 14:30:10,4.926,20.316,21.137,20.372,20.228,20.249,22.355,19.423,20.512
2019/11/1 14:30:40,4.926,20.363,21.128,20.380,20.219,20.107,22.301,19.196,20.555
2019/11/1 14:31:10,4.926,20.594,21.320,20.677,20.538,20.506,22.534,19.572,20.786
2019/11/1 14:31:40,4.926,20.905,21.589,21.009,20.845,20.863,22.775,19.985,20.950
2019/11/1 14:32:11,4.926,21.268,21.924,21.369,21.268,21.355,23.166,20.517,21.289
2019/11/1 14:32:41,4.926,21.268,22.161,21.624,21.453,21.366,23.344,20.545,21.512
2019/11/1 14:33:11,4.926,21.404,22.311,21.715,21.540,21.519,23.644,20.705,21.732
2019/11/1 14:33:41,4.926,21.715,22.332,21.662,21.589,21.638,23.549,20.643,21.697
2019/11/1 14:34:12,4.926,21.153,22.116,21.498,21.442,21.341,23.229,20.590,21.519
2019/11/1 14:34:42,4.926,21.041,21.927,21.219,21.034,21.097,23.103,20.160,21.090
2019/11/1 14:35:12,4.926,21.016,21.865,21.135,21.100,21.069,23.089,20.034,21.100
2019/11/1 14:35:42,4.926,21.030,22.067,21.400,21.373,21.194,23.427,20.345,21.411
2019/11/1 14:36:13,4.925,21.545,22.218,21.580,21.583,21.559,23.820,20.550,21.632
2019/11/1 14:36:43,4.926,21.132,22.245,21.530,21.582,21.313,23.762,20.377,21.652
2019/11/1 14:37:13,4.926,21.404,22.179,21.467,21.470,21.352,23.727,20.202,21.561
2019/11/1 14:37:43,4.926,20.838,21.955,21.240,21.236,21.023,23.455,19.999,21.072
2019/11/1 14:38:14,4.926,21.016,22.001,21.362,21.376,21.250,23.790,20.251,21.362
2019/11/1 14:38:44,4.926,20.992,21.907,21.264,21.191,21.020,23.790,19.901,21.212
2019/11/1 14:39:14,4.926,20.901,21.927,21.174,21.135,21.111,24.195,19.985,21.341
2019/11/1 14:39:44,4.925,21.168,21.967,21.217,21.227,21.297,24.504,20.172,21.332
2019/11/1 14:40:14,4.925,21.032,22.058,21.357,21.385,21.357,24.794,20.270,21.412
2019/11/1 14:40:45,4.925,21.360,22.348,21.831,21.678,21.842,25.364,20.721,21.866
2019/11/1 14:41:15,4.926,22.015,22.643,22.123,22.074,22.207,25.667,20.978,22.025
2019/11/1 14:41:45,4.926,21.851,22.639,21.952,21.987,21.914,25.660,20.639,21.966
2019/11/1 14:42:15,4.925,22.055,22.749,21.971,22.184,22.156,25.935,20.878,22.058
2019/11/1 14:42:46,4.926,21.341,22.479,21.641,21.732,21.572,25.604,20.314,21.592
2019/11/1 14:43:16,4.925,21.245,22.341,21.552,21.639,21.517,25.567,20.326,21.723
2019/11/1 14:43:46,4.925,21.266,22.089,21.304,21.381,21.416,25.256,20.070,21.350
2019/11/1 14:44:16,4.925,21.493,22.389,21.699,21.664,21.880,25.693,20.665,21.915
2019/11/1 14:44:47,4.926,21.299,22.363,21.613,21.774,21.613,25.408,20.328,21.788
2019/11/1 14:45:17,4.926,21.219,22.186,21.442,21.449,21.505,25.419,20.342,21.669
2019/11/1 14:45:47,4.926,20.618,21.627,20.702,20.884,20.737,24.709,19.543,20.856
2019/11/1 14:46:17,4.926,19.729,21.023,20.111,20.233,20.174,24.293,19.186,20.363
2019/11/1 14:46:48,4.926,19.880,20.817,19.974,20.023,20.163,24.160,19.059,20.254
2019/11/1 14:47:18,4.926,19.880,20.974,20.258,20.328,20.352,24.139,19.161,20.401
2019/11/1 14:47:48,4.926,20.058,20.943,20.261,20.237,20.398,24.136,19.210,20.513
2019/11/1 14:48:18,4.926,20.345,21.383,20.744,20.622,20.758,24.639,19.666,20.995
2019/11/1 14:48:49,4.926,20.559,21.568,20.919,20.807,20.950,24.834,19.873,21.013
2019/11/1 14:49:19,4.926,20.649,21.729,21.016,20.978,20.957,24.646,19.817,20.985
2019/11/1 14:49:49,4.926,20.782,21.826,21.191,21.111,21.264,24.974,20.118,21.034
2019/11/1 14:50:19,4.928,21.368,22.129,21.494,21.386,21.693,25.528,20.488,21.557
2019/11/1 14:50:50,4.926,21.187,22.182,21.380,21.341,21.498,25.268,20.352,21.505
2019/11/1 14:51:20,4.926,21.062,21.847,21.027,20.981,21.076,24.604,19.841,20.974
2019/11/1 14:51:50,4.926,20.531,21.697,20.915,20.901,20.933,24.489,19.785,21.072
2019/11/1 14:52:20,4.926,20.856,21.858,21.236,21.125,21.292,24.628,20.118,21.289
2019/11/1 14:52:51,4.926,21.327,22.151,21.516,21.411,21.558,24.744,20.366,21.523
2019/11/1 14:53:21,4.926,21.128,22.091,21.303,21.167,21.481,24.660,20.366,21.366
2019/11/1 14:53:51,4.925,21.196,22.100,21.325,21.144,21.426,24.598,20.224,21.336
2019/11/1 14:54:21,4.925,21.458,22.232,21.496,21.433,21.615,24.920,20.312,21.751
2019/11/1 14:54:52,4.925,21.412,22.198,21.493,21.440,21.671,24.808,20.399,21.615
2019/11/1 14:55:22,4.925,21.109,22.201,21.465,21.451,21.531,24.808,20.375,21.639
2019/11/1 14:55:52,4.926,20.852,21.976,21.146,21.198,21.097,24.262,19.999,21.292
2019/11/1 14:56:22,4.925,21.517,22.414,21.918,21.842,22.142,25.382,21.137,22.103
2019/11/1 14:56:53,4.926,21.624,22.433,21.694,21.816,21.948,25.086,20.810,21.966
2019/11/1 14:57:23,4.925,20.937,22.030,21.227,21.203,21.343,24.218,20.161,21.172
2019/11/1 14:57:53,4.926,20.079,21.236,20.303,20.342,20.293,23.417,19.259,20.611
2019/11/1 14:58:23,4.926,19.941,20.875,20.046,19.938,20.036,22.857,18.833,20.284
2019/11/1 14:58:53,4.926,19.645,20.552,19.778,19.733,19.904,22.444,18.715,19.862
2019/11/1 14:59:24,4.926,19.992,20.866,20.415,20.191,20.450,23.082,19.519,20.496
2019/11/1 14:59:54,4.926,21.156,21.784,21.505,21.289,21.687,24.010,20.908,21.641
2019/11/1 15:0:24,4.925,21.964,22.494,22.145,21.995,22.424,24.724,21.615,22.382
2019/11/1 15:0:54,4.925,21.946,22.703,22.288,22.229,22.484,24.798,21.664,22.456
2019/11/1 15:1:25,4.925,22.184,22.766,22.344,22.194,22.435,24.396,21.768,22.512
2019/11/1 15:1:55,4.925,22.518,23.101,22.721,22.613,22.899,24.857,22.131,22.766
2019/11/1 15:2:25,4.925,22.839,23.377,22.954,22.857,23.206,25.189,22.396,23.122
2019/11/1 15:2:55,4.925,22.867,23.575,23.174,23.049,23.286,25.021,22.585,23.244
2019/11/1 15:3:26,4.925,22.937,23.628,23.199,22.979,23.199,25.042,22.606,23.314
2019/11/1 15:3:56,4.925,23.275,23.914,23.523,23.324,23.638,25.441,22.909,23.746
2019/11/1 15:4:26,4.925,23.900,24.368,23.959,23.844,24.347,25.862,23.596,24.197
2019/11/1 15:4:56,4.925,23.883,24.445,24.015,23.897,24.249,25.700,23.600,24.186
2019/11/1 15:5:27,4.925,23.872,24.644,24.183,24.082,24.326,25.998,23.673,24.302
2019/11/1 15:5:57,4.925,23.905,24.404,23.738,23.626,23.867,25.432,23.123,23.881
2019/11/1 15:6:27,4.925,23.900,24.539,23.903,23.732,24.172,25.795,23.202,24.012
2019/11/1 15:6:57,4.925,23.398,24.288,23.659,23.596,23.750,25.378,22.968,23.851
2019/11/1 15:7:28,4.925,23.185,24.026,23.373,23.192,23.499,25.172,22.703,23.635
2019/11/1 15:7:58,4.925,22.909,23.520,22.975,22.888,22.982,24.480,22.379,23.286
2019/11/1 15:8:28,4.925,23.021,23.670,23.216,23.202,23.272,24.536,22.679,23.502
2019/11/1 15:8:58,4.925,23.289,23.959,23.502,23.380,23.488,24.689,22.860,23.579
2019/11/1 15:9:29,4.925,23.265,23.883,23.237,23.150,23.401,24.532,22.644,23.527
2019/11/1 15:9:59,4.925,23.617,24.054,23.673,23.502,23.876,24.836,23.073,23.823
2019/11/1 15:10:29,4.925,23.657,24.128,23.608,23.420,23.846,25.005,23.022,23.769
2019/11/1 15:10:59,4.925,23.527,24.026,23.541,23.370,23.726,24.784,22.899,23.691
2019/11/1 15:11:30,4.925,23.842,24.307,23.863,23.685,24.010,24.974,23.190,23.936
2019/11/1 15:12:0,4.925,23.985,24.610,24.258,24.045,24.286,25.100,23.601,24.237
2019/11/1 15:12:30,4.927,24.116,24.892,24.472,24.340,24.535,25.605,23.903,24.609
2019/11/1 15:13:0,4.925,24.261,24.922,24.404,24.223,24.506,25.702,23.741,24.603
2019/11/1 15:13:30,4.925,24.331,24.950,24.376,24.184,24.534,25.734,23.779,24.516
2019/11/1 15:14:1,4.925,23.991,24.840,24.267,24.102,24.336,25.567,23.607,24.333
2019/11/1 15:14:31,4.925,23.581,24.348,23.581,23.577,23.476,24.883,22.457,23.741
2019/11/1 15:15:1,4.925,23.430,24.128,23.382,23.305,23.403,24.897,22.387,23.574
2019/11/1 15:15:31,4.925,22.808,23.729,22.902,22.832,22.954,24.462,21.995,23.094
2019/11/1 15:16:2,4.925,22.484,23.324,22.525,22.456,22.421,24.019,21.503,22.934
2019/11/1 15:16:32,4.925,22.599,23.188,22.543,22.487,22.564,23.806,21.629,22.794
2019/11/1 15:17:2,4.925,22.881,23.457,22.934,22.916,23.136,24.239,22.365,23.230
2019/11/1 15:17:32,4.925,23.125,23.520,23.115,22.989,23.300,24.371,22.602,23.279
2019/11/1 15:18:3,4.925,23.141,23.790,23.235,23.186,23.315,24.534,22.666,23.504
2019/11/1 15:18:33,4.925,22.892,23.698,23.181,23.143,23.202,24.707,22.522,23.450
2019/11/1 15:19:3,4.925,23.014,23.582,23.070,23.003,23.258,24.399,22.505,23.087
2019/11/1 15:19:33,4.925,22.428,22.954,22.438,22.421,22.505,23.659,21.932,22.710
2019/11/1 15:20:4,4.925,22.457,23.113,22.666,22.562,22.625,23.943,22.066,22.963
2019/11/1 15:20:34,4.925,22.979,23.450,22.885,22.794,23.010,24.204,22.320,23.049
2019/11/1 15:21:4,4.925,22.844,23.594,23.096,22.956,23.078,24.628,22.433,23.259
2019/11/1 15:21:34,4.925,23.296,23.809,23.418,23.258,23.575,24.759,22.930,23.492
2019/11/1 15:22:5,4.927,23.176,23.797,23.142,23.051,23.218,24.373,22.573,23.204
2019/11/1 15:22:35,4.925,22.796,23.608,23.043,22.994,23.144,24.596,22.464,23.329
2019/11/1 15:23:5,4.925,22.787,23.377,22.749,22.648,22.989,24.427,22.309,23.104
2019/11/1 15:23:35,4.925,22.698,23.277,22.722,22.680,22.844,24.121,22.237,23.019
2019/11/1 15:24:6,4.925,22.560,23.167,22.529,22.515,22.756,24.364,22.016,22.892
2019/11/1 15:24:36,4.925,22.682,23.150,22.634,22.595,22.843,24.211,22.030,22.829
2019/11/1 15:25:6,4.925,22.323,23.091,22.473,22.501,22.686,24.399,21.985,22.850
2019/11/1 15:25:36,4.925,22.597,23.273,22.813,22.764,22.876,24.317,22.241,23.036
2019/11/1 15:26:7,4.925,23.038,23.467,23.014,22.923,23.178,24.525,22.546,23.150
2019/11/1 15:26:37,4.925,22.857,23.495,23.132,23.035,23.118,24.434,22.637,23.321
2019/11/1 15:27:7,4.925,23.591,23.933,23.629,23.553,23.779,24.775,23.225,23.731
2019/11/1 15:27:37,4.925,23.758,24.153,23.786,23.724,24.073,25.173,23.549,23.957
2019/11/1 15:28:8,4.925,23.094,23.774,23.244,23.167,23.289,24.805,22.693,23.467
2019/11/1 15:28:38,4.925,22.778,23.444,22.914,22.886,22.966,24.380,22.300,23.113
2019/11/1 15:29:8,4.925,23.118,23.572,23.167,23.129,23.394,24.728,22.801,23.370
2019/11/1 15:29:38,4.925,23.253,23.860,23.549,23.448,23.570,24.806,23.005,23.692
2019/11/1 15:30:8,4.925,23.446,23.952,23.457,23.492,23.586,24.686,23.028,23.534
2019/11/1 15:30:39,4.925,23.211,23.678,23.120,23.123,23.392,24.719,22.771,23.326
2019/11/1 15:31:9,4.925,23.181,23.708,23.310,23.251,23.398,24.539,22.777,23.481
2019/11/1 15:31:39,4.925,23.703,24.010,23.703,23.640,23.863,24.848,23.301,23.821
2019/11/1 15:32:9,4.925,23.594,24.170,23.783,23.664,23.741,24.939,23.165,23.814
