Record Type,Date and Time,Annotation,Average Above PAR,Average Below PAR,Tau [Τ],Leaf Area Index [LAI],Leaf Distribuition [Χ],Beam Fraction [Fb],Zenith Angle,Latitude,Longitude
SUM,12/6/2019 3:51:14 PM,,0.0,53.7,0.000,0.00,0.96,0.00,84°,40°,-104°
SUM,12/6/2019 4:06:14 PM,,0.0,24.2,0.000,0.00,0.96,0.00,87°,40°,-104°
SUM,12/6/2019 4:21:14 PM,,0.0,10.6,0.000,0.00,0.96,0.00,89°,40°,-104°
SUM,12/6/2019 4:36:14 PM,,0.0,2.5,0.000,0.00,0.96,0.00,92°,40°,-104°
SUM,12/6/2019 4:51:14 PM,,0.0,0.1,0.000,0.00,0.96,0.00,94°,40°,-104°
SUM,12/6/2019 5:06:14 PM,,0.0,0.0,0.000,0.00,0.96,0.00,97°,40°,-104°
SUM,12/6/2019 5:21:14 PM,,0.0,0.0,0.000,0.00,0.96,0.00,99°,40°,-104°
SUM,12/6/2019 5:36:14 PM,,0.0,0.1,0.000,0.00,0.96,0.00,102°,40°,-104°
SUM,12/6/2019 5:51:14 PM,,0.0,0.1,0.000,0.00,0.96,0.00,105°,40°,-104°
SUM,12/6/2019 6:06:14 PM,,0.0,0.0,0.000,0.00,0.96,0.00,108°,40°,-104°
SUM,12/6/2019 6:21:14 PM,,0.0,0.0,0.000,0.00,0.96,0.00,110°,40°,-104°
SUM,12/6/2019 6:36:14 PM,,0.0,0.0,0.000,0.00,0.96,0.00,113°,40°,-104°
SUM,12/6/2019 6:51:14 PM,,0.0,0.0,0.000,0.00,0.96,0.00,116°,40°,-104°
SUM,12/6/2019 7:06:14 PM,,0.0,0.1,0.000,0.00,0.96,0.00,119°,40°,-104°
SUM,12/6/2019 7:21:14 PM,,0.0,0.0,0.000,0.00,0.96,0.00,122°,40°,-104°
SUM,12/6/2019 7:36:14 PM,,0.0,0.0,0.000,0.00,0.96,0.00,125°,40°,-104°
SUM,12/6/2019 7:51:14 PM,,0.0,0.0,0.000,0.00,0.96,0.00,128°,40°,-104°
SUM,12/6/2019 8:06:14 PM,,0.0,0.0,0.000,0.00,0.96,0.00,130°,40°,-104°
SUM,12/6/2019 8:21:14 PM,,0.0,0.0,0.000,0.00,0.96,0.00,133°,40°,-104°
SUM,12/6/2019 8:36:14 PM,,0.0,0.0,0.000,0.00,0.96,0.00,136°,40°,-104°
SUM,12/6/2019 8:51:14 PM,,0.0,0.1,0.000,0.00,0.96,0.00,139°,40°,-104°
SUM,12/6/2019 9:06:14 PM,,0.0,0.0,0.000,0.00,0.96,0.00,142°,40°,-104°
SUM,12/6/2019 9:21:14 PM,,0.0,0.0,0.000,0.00,0.96,0.00,144°,40°,-104°
SUM,12/6/2019 9:36:14 PM,,0.0,0.0,0.000,0.00,0.96,0.00,147°,40°,-104°
SUM,12/6/2019 9:51:14 PM,,0.0,0.0,0.000,0.00,0.96,0.00,150°,40°,-104°
SUM,12/6/2019 10:06:14 PM,,0.0,0.0,0.000,0.00,0.96,0.00,152°,40°,-104°
SUM,12/6/2019 10:21:14 PM,,0.0,0.0,0.000,0.00,0.96,0.00,155°,40°,-104°
SUM,12/6/2019 10:36:14 PM,,0.0,0.0,0.000,0.00,0.96,0.00,157°,40°,-104°
SUM,12/6/2019 10:51:14 PM,,0.0,0.0,0.000,0.00,0.96,0.00,159°,40°,-104°
SUM,12/6/2019 11:06:14 PM,,0.0,0.0,0.000,0.00,0.96,0.00,160°,40°,-104°
SUM,12/6/2019 11:21:14 PM,,0.0,0.0,0.000,0.00,0.96,0.00,162°,40°,-104°
SUM,12/6/2019 11:36:14 PM,,0.0,0.0,0.000,0.00,0.96,0.00,162°,40°,-104°
SUM,12/6/2019 11:51:14 PM,,0.0,0.0,0.000,0.00,0.96,0.00,162°,40°,-104°
SUM,12/7/2019 12:06:14 AM,,0.0,0.0,0.000,0.00,0.96,0.00,162°,40°,-104°
SUM,12/7/2019 12:21:14 AM,,0.0,0.0,0.000,0.00,0.96,0.00,161°,40°,-104°
SUM,12/7/2019 12:36:14 AM,,0.0,0.0,0.000,0.00,0.96,0.00,160°,40°,-104°
SUM,12/7/2019 12:51:14 AM,,0.0,0.0,0.000,0.00,0.96,0.00,158°,40°,-104°
SUM,12/7/2019 1:06:14 AM,,0.0,0.0,0.000,0.00,0.96,0.00,156°,40°,-104°
SUM,12/7/2019 1:21:14 AM,,0.0,0.0,0.000,0.00,0.96,0.00,154°,40°,-104°
SUM,12/7/2019 1:36:14 AM,,0.0,0.0,0.000,0.00,0.96,0.00,151°,40°,-104°
SUM,12/7/2019 1:51:14 AM,,0.0,0.0,0.000,0.00,0.96,0.00,149°,40°,-104°
SUM,12/7/2019 2:06:14 AM,,0.0,0.0,0.000,0.00,0.96,0.00,146°,40°,-104°
SUM,12/7/2019 2:21:14 AM,,0.0,0.0,0.000,0.00,0.96,0.00,143°,40°,-104°
SUM,12/7/2019 2:36:14 AM,,0.0,0.0,0.000,0.00,0.96,0.00,140°,40°,-104°
SUM,12/7/2019 2:51:14 AM,,0.0,0.0,0.000,0.00,0.96,0.00,138°,40°,-104°
SUM,12/7/2019 3:06:14 AM,,0.0,0.0,0.000,0.00,0.96,0.00,135°,40°,-104°
SUM,12/7/2019 3:21:14 AM,,0.0,0.0,0.000,0.00,0.96,0.00,132°,40°,-104°
SUM,12/7/2019 3:36:14 AM,,0.0,0.1,0.000,0.00,0.96,0.00,129°,40°,-104°
SUM,12/7/2019 3:51:14 AM,,0.0,0.0,0.000,0.00,0.96,0.00,126°,40°,-104°
SUM,12/7/2019 4:06:14 AM,,0.0,0.0,0.000,0.00,0.96,0.00,123°,40°,-104°
SUM,12/7/2019 4:21:14 AM,,0.0,0.1,0.000,0.00,0.96,0.00,120°,40°,-104°
SUM,12/7/2019 4:36:14 AM,,0.0,0.0,0.000,0.00,0.96,0.00,118°,40°,-104°
SUM,12/7/2019 4:51:14 AM,,0.0,0.0,0.000,0.00,0.96,0.00,115°,40°,-104°
SUM,12/7/2019 5:06:14 AM,,0.0,0.0,0.000,0.00,0.96,0.00,112°,40°,-104°
SUM,12/7/2019 5:21:14 AM,,0.0,0.0,0.000,0.00,0.96,0.00,109°,40°,-104°
SUM,12/7/2019 5:36:14 AM,,0.0,0.0,0.000,0.00,0.96,0.00,106°,40°,-104°
SUM,12/7/2019 5:51:14 AM,,0.0,0.0,0.000,0.00,0.96,0.00,104°,40°,-104°
SUM,12/7/2019 6:06:14 AM,,0.0,0.1,0.000,0.00,0.96,0.00,101°,40°,-104°
SUM,12/7/2019 6:21:14 AM,,0.0,0.0,0.000,0.00,0.96,0.00,98°,40°,-104°
SUM,12/7/2019 6:36:14 AM,,0.0,0.0,0.000,0.00,0.96,0.00,96°,40°,-104°
SUM,12/7/2019 6:51:14 AM,,0.0,1.1,0.000,0.00,0.96,0.00,93°,40°,-104°
SUM,12/7/2019 7:06:14 AM,,0.0,7.4,0.000,0.00,0.96,0.00,90°,40°,-104°
SUM,12/7/2019 7:21:14 AM,,0.0,22.7,0.000,0.00,0.96,0.00,88°,40°,-104°
SUM,12/7/2019 7:36:14 AM,,0.0,30.5,0.000,0.00,0.96,0.00,86°,40°,-104°
SUM,12/7/2019 7:51:14 AM,,0.0,43.8,0.000,0.00,0.96,0.00,83°,40°,-104°
SUM,12/7/2019 8:06:14 AM,,0.0,51.3,0.000,0.00,0.96,0.00,81°,40°,-104°
SUM,12/7/2019 8:21:14 AM,,0.0,58.3,0.000,0.00,0.96,0.00,79°,40°,-104°
SUM,12/7/2019 8:36:14 AM,,0.0,78.4,0.000,0.00,0.96,0.00,77°,40°,-104°
SUM,12/7/2019 8:51:14 AM,,0.0,90.6,0.000,0.00,0.96,0.00,75°,40°,-104°
SUM,12/7/2019 9:06:14 AM,,0.0,101.1,0.000,0.00,0.96,0.00,73°,40°,-104°
SUM,12/7/2019 9:21:14 AM,,0.0,119.9,0.000,0.00,0.96,0.00,71°,40°,-104°
SUM,12/7/2019 9:36:14 AM,,0.0,168.7,0.000,0.00,0.96,0.00,70°,40°,-104°
SUM,12/7/2019 9:51:14 AM,,0.0,216.5,0.000,0.00,0.96,0.00,68°,40°,-104°
SUM,12/7/2019 10:06:14 AM,,0.0,228.2,0.000,0.00,0.96,0.00,67°,40°,-104°
SUM,12/7/2019 10:21:14 AM,,0.0,237.6,0.000,0.00,0.96,0.00,66°,40°,-104°
SUM,12/7/2019 10:36:14 AM,,0.0,276.4,0.000,0.00,0.96,0.00,65°,40°,-104°
SUM,12/7/2019 10:51:14 AM,,0.0,342.2,0.000,0.00,0.96,0.00,64°,40°,-104°
SUM,12/7/2019 11:06:14 AM,,0.0,323.5,0.000,0.00,0.96,0.00,63°,40°,-104°
SUM,12/7/2019 11:21:14 AM,,0.0,383.7,0.000,0.00,0.96,0.00,63°,40°,-104°
SUM,12/7/2019 11:36:14 AM,,0.0,465.5,0.000,0.00,0.96,0.00,63°,40°,-104°
SUM,12/7/2019 11:51:14 AM,,0.0,435.0,0.000,0.00,0.96,0.00,62°,40°,-104°
SUM,12/7/2019 12:06:14 PM,,0.0,421.2,0.000,0.00,0.96,0.00,63°,40°,-104°
SUM,12/7/2019 12:21:14 PM,,0.0,453.5,0.000,0.00,0.96,0.00,63°,40°,-104°
SUM,12/7/2019 12:36:14 PM,,0.0,437.5,0.000,0.00,0.96,0.00,64°,40°,-104°
SUM,12/7/2019 12:51:14 PM,,0.0,542.8,0.000,0.00,0.96,0.00,64°,40°,-104°
SUM,12/7/2019 1:06:14 PM,,0.0,369.6,0.000,0.00,0.96,0.00,65°,40°,-104°
SUM,12/7/2019 1:21:14 PM,,0.0,503.4,0.000,0.00,0.96,0.00,66°,40°,-104°
SUM,12/7/2019 1:36:14 PM,,0.0,457.7,0.000,0.00,0.96,0.00,67°,40°,-104°
SUM,12/7/2019 1:51:14 PM,,0.0,294.1,0.000,0.00,0.96,0.00,69°,40°,-104°
SUM,12/7/2019 2:06:14 PM,,0.0,227.7,0.000,0.00,0.96,0.00,70°,40°,-104°
SUM,12/7/2019 2:21:14 PM,,0.0,204.1,0.000,0.00,0.96,0.00,72°,40°,-104°
SUM,12/7/2019 2:36:14 PM,,0.0,226.5,0.000,0.00,0.96,0.00,74°,40°,-104°
SUM,12/7/2019 2:51:14 PM,,0.0,186.6,0.000,0.00,0.96,0.00,76°,40°,-104°
SUM,12/7/2019 3:06:14 PM,,0.0,319.8,0.000,0.00,0.96,0.00,78°,40°,-104°
SUM,12/7/2019 3:21:14 PM,,0.0,250.6,0.000,0.00,0.96,0.00,80°,40°,-104°
SUM,12/7/2019 3:36:14 PM,,0.0,86.7,0.000,0.00,0.96,0.00,82°,40°,-104°
SUM,12/7/2019 3:51:14 PM,,0.0,52.2,0.000,0.00,0.96,0.00,84°,40°,-104°
SUM,12/7/2019 4:06:14 PM,,0.0,24.1,0.000,0.00,0.96,0.00,87°,40°,-104°
SUM,12/7/2019 4:21:14 PM,,0.0,7.3,0.000,0.00,0.96,0.00,89°,40°,-104°
SUM,12/7/2019 4:36:14 PM,,0.0,1.6,0.000,0.00,0.96,0.00,92°,40°,-104°
SUM,12/7/2019 4:51:14 PM,,0.0,0.1,0.000,0.00,0.96,0.00,94°,40°,-104°
SUM,12/7/2019 5:06:14 PM,,0.0,0.0,0.000,0.00,0.96,0.00,97°,40°,-104°
SUM,12/7/2019 5:21:14 PM,,0.0,0.0,0.000,0.00,0.96,0.00,99°,40°,-104°
SUM,12/7/2019 5:36:14 PM,,0.0,0.0,0.000,0.00,0.96,0.00,102°,40°,-104°
SUM,12/7/2019 5:51:14 PM,,0.0,0.0,0.000,0.00,0.96,0.00,105°,40°,-104°
SUM,12/7/2019 6:06:14 PM,,0.0,0.0,0.000,0.00,0.96,0.00,108°,40°,-104°
SUM,12/7/2019 6:21:14 PM,,0.0,0.0,0.000,0.00,0.96,0.00,110°,40°,-104°
SUM,12/7/2019 6:36:14 PM,,0.0,0.1,0.000,0.00,0.96,0.00,113°,40°,-104°
SUM,12/7/2019 6:51:14 PM,,0.0,0.0,0.000,0.00,0.96,0.00,116°,40°,-104°
SUM,12/7/2019 7:06:14 PM,,0.0,0.0,0.000,0.00,0.96,0.00,119°,40°,-104°
SUM,12/7/2019 7:21:14 PM,,0.0,0.0,0.000,0.00,0.96,0.00,122°,40°,-104°
SUM,12/7/2019 7:36:14 PM,,0.0,0.0,0.000,0.00,0.96,0.00,125°,40°,-104°
SUM,12/7/2019 7:51:14 PM,,0.0,0.0,0.000,0.00,0.96,0.00,128°,40°,-104°
SUM,12/7/2019 8:06:14 PM,,0.0,0.0,0.000,0.00,0.96,0.00,130°,40°,-104°
SUM,12/7/2019 8:21:14 PM,,0.0,0.0,0.000,0.00,0.96,0.00,133°,40°,-104°
SUM,12/7/2019 8:36:14 PM,,0.0,0.0,0.000,0.00,0.96,0.00,136°,40°,-104°
SUM,12/7/2019 8:51:14 PM,,0.0,0.0,0.000,0.00,0.96,0.00,139°,40°,-104°
SUM,12/7/2019 9:06:14 PM,,0.0,0.0,0.000,0.00,0.96,0.00,142°,40°,-104°
SUM,12/7/2019 9:21:14 PM,,0.0,0.0,0.000,0.00,0.96,0.00,144°,40°,-104°
SUM,12/7/2019 9:36:14 PM,,0.0,0.0,0.000,0.00,0.96,0.00,147°,40°,-104°
SUM,12/7/2019 9:51:14 PM,,0.0,0.0,0.000,0.00,0.96,0.00,150°,40°,-104°
SUM,12/7/2019 10:06:14 PM,,0.0,0.1,0.000,0.00,0.96,0.00,152°,40°,-104°
SUM,12/7/2019 10:21:14 PM,,0.0,0.0,0.000,0.00,0.96,0.00,155°,40°,-104°
SUM,12/7/2019 10:36:14 PM,,0.0,0.0,0.000,0.00,0.96,0.00,157°,40°,-104°
SUM,12/7/2019 10:51:14 PM,,0.0,0.0,0.000,0.00,0.96,0.00,159°,40°,-104°
SUM,12/7/2019 11:06:14 PM,,0.0,0.0,0.000,0.00,0.96,0.00,160°,40°,-104°
SUM,12/7/2019 11:21:14 PM,,0.0,0.0,0.000,0.00,0.96,0.00,162°,40°,-104°
SUM,12/7/2019 11:36:14 PM,,0.0,0.0,0.000,0.00,0.96,0.00,162°,40°,-104°
SUM,12/7/2019 11:51:14 PM,,0.0,0.0,0.000,0.00,0.96,0.00,162°,40°,-104°
SUM,12/8/2019 12:06:14 AM,,0.0,0.0,0.000,0.00,0.96,0.00,162°,40°,-104°
SUM,12/8/2019 12:21:14 AM,,0.0,0.0,0.000,0.00,0.96,0.00,161°,40°,-104°
SUM,12/8/2019 12:36:14 AM,,0.0,0.0,0.000,0.00,0.96,0.00,160°,40°,-104°
SUM,12/8/2019 12:51:14 AM,,0.0,0.0,0.000,0.00,0.96,0.00,158°,40°,-104°
SUM,12/8/2019 1:06:14 AM,,0.0,0.1,0.000,0.00,0.96,0.00,156°,40°,-104°
SUM,12/8/2019 1:21:14 AM,,0.0,0.0,0.000,0.00,0.96,0.00,154°,40°,-104°
SUM,12/8/2019 1:36:14 AM,,0.0,0.1,0.000,0.00,0.96,0.00,151°,40°,-104°
SUM,12/8/2019 1:51:14 AM,,0.0,0.0,0.000,0.00,0.96,0.00,149°,40°,-104°
SUM,12/8/2019 2:06:14 AM,,0.0,0.0,0.000,0.00,0.96,0.00,146°,40°,-104°
SUM,12/8/2019 2:21:14 AM,,0.0,0.0,0.000,0.00,0.96,0.00,143°,40°,-104°
SUM,12/8/2019 2:36:14 AM,,0.0,0.0,0.000,0.00,0.96,0.00,141°,40°,-104°
SUM,12/8/2019 2:51:14 AM,,0.0,0.0,0.000,0.00,0.96,0.00,138°,40°,-104°
SUM,12/8/2019 3:06:14 AM,,0.0,0.0,0.000,0.00,0.96,0.00,135°,40°,-104°
SUM,12/8/2019 3:21:14 AM,,0.0,0.1,0.000,0.00,0.96,0.00,132°,40°,-104°
SUM,12/8/2019 3:36:14 AM,,0.0,0.0,0.000,0.00,0.96,0.00,129°,40°,-104°
SUM,12/8/2019 3:51:14 AM,,0.0,0.0,0.000,0.00,0.96,0.00,126°,40°,-104°
SUM,12/8/2019 4:06:14 AM,,0.0,0.0,0.000,0.00,0.96,0.00,123°,40°,-104°
SUM,12/8/2019 4:21:14 AM,,0.0,0.1,0.000,0.00,0.96,0.00,121°,40°,-104°
SUM,12/8/2019 4:36:14 AM,,0.0,0.0,0.000,0.00,0.96,0.00,118°,40°,-104°
SUM,12/8/2019 4:51:14 AM,,0.0,0.1,0.000,0.00,0.96,0.00,115°,40°,-104°
SUM,12/8/2019 5:06:14 AM,,0.0,0.1,0.000,0.00,0.96,0.00,112°,40°,-104°
SUM,12/8/2019 5:21:14 AM,,0.0,0.0,0.000,0.00,0.96,0.00,109°,40°,-104°
SUM,12/8/2019 5:36:14 AM,,0.0,0.1,0.000,0.00,0.96,0.00,107°,40°,-104°
SUM,12/8/2019 5:51:14 AM,,0.0,0.0,0.000,0.00,0.96,0.00,104°,40°,-104°
