Record Type,Date and Time,Annotation,Average Above PAR,Average Below PAR,Tau [Τ],Leaf Area Index [LAI],Leaf Distribuition [Χ],Beam Fraction [Fb],Zenith Angle,Latitude,Longitude
SUM,11/5/2019 9:12:20 AM,,0.0,466.9,0.000,0.00,1.00,0.00,66°,40°,-105°
SUM,11/5/2019 9:27:20 AM,,0.0,523.1,0.000,0.00,1.00,0.00,64°,40°,-105°
SUM,11/5/2019 9:42:20 AM,,0.0,570.4,0.000,0.00,1.00,0.00,62°,40°,-105°
SUM,11/5/2019 9:57:20 AM,,0.0,588.8,0.000,0.00,1.00,0.00,61°,40°,-105°
SUM,11/5/2019 10:12:20 AM,,0.0,666.4,0.000,0.00,1.00,0.00,59°,40°,-105°
SUM,11/5/2019 10:27:20 AM,,0.0,761.5,0.000,0.00,1.00,0.00,58°,40°,-105°
SUM,11/5/2019 10:42:20 AM,,0.0,602.0,0.000,0.00,1.00,0.00,57°,40°,-105°
SUM,11/5/2019 10:57:20 AM,,0.0,733.1,0.000,0.00,1.00,0.00,56°,40°,-105°
SUM,11/5/2019 11:12:20 AM,,0.0,673.8,0.000,0.00,1.00,0.00,56°,40°,-105°
SUM,11/5/2019 11:27:20 AM,,0.0,599.8,0.000,0.00,1.00,0.00,56°,40°,-105°
SUM,11/5/2019 11:42:20 AM,,0.0,578.9,0.000,0.00,1.00,0.00,55°,40°,-105°
SUM,11/5/2019 11:57:20 AM,,0.0,595.8,0.000,0.00,1.00,0.00,55°,40°,-105°
SUM,11/5/2019 12:12:20 PM,,0.0,623.8,0.000,0.00,1.00,0.00,56°,40°,-105°
SUM,11/5/2019 12:27:20 PM,,0.0,647.4,0.000,0.00,1.00,0.00,56°,40°,-105°
SUM,11/5/2019 12:42:20 PM,,0.0,698.6,0.000,0.00,1.00,0.00,57°,40°,-105°
SUM,11/5/2019 12:57:20 PM,,0.0,671.3,0.000,0.00,1.00,0.00,58°,40°,-105°
SUM,11/5/2019 1:12:20 PM,,0.0,693.8,0.000,0.00,1.00,0.00,59°,40°,-105°
SUM,11/5/2019 1:27:20 PM,,0.0,496.9,0.000,0.00,1.00,0.00,60°,40°,-105°
SUM,11/5/2019 1:42:20 PM,,0.0,342.2,0.000,0.00,1.00,0.00,62°,40°,-105°
SUM,11/5/2019 1:57:20 PM,,0.0,305.1,0.000,0.00,1.00,0.00,64°,40°,-105°
SUM,11/5/2019 2:12:20 PM,,0.0,305.8,0.000,0.00,1.00,0.00,65°,40°,-105°
SUM,11/5/2019 2:27:20 PM,,0.0,340.5,0.000,0.00,1.00,0.00,67°,40°,-105°
SUM,11/5/2019 2:42:20 PM,,0.0,312.6,0.000,0.00,1.00,0.00,69°,40°,-105°
SUM,11/5/2019 2:57:20 PM,,0.0,223.5,0.000,0.00,1.00,0.00,71°,40°,-105°
SUM,11/5/2019 3:12:20 PM,,0.0,163.0,0.000,0.00,1.00,0.00,74°,40°,-105°
SUM,11/5/2019 3:27:20 PM,,0.0,135.2,0.000,0.00,1.00,0.00,76°,40°,-105°
SUM,11/5/2019 3:42:20 PM,,0.0,120.9,0.000,0.00,1.00,0.00,78°,40°,-105°
SUM,11/5/2019 3:57:20 PM,,0.0,74.1,0.000,0.00,1.00,0.00,81°,40°,-105°
SUM,11/5/2019 4:12:20 PM,,0.0,52.2,0.000,0.00,1.00,0.00,83°,40°,-105°
SUM,11/5/2019 4:27:20 PM,,0.0,24.3,0.000,0.00,1.00,0.00,86°,40°,-105°
SUM,11/5/2019 4:42:20 PM,,0.0,8.2,0.000,0.00,1.00,0.00,89°,40°,-105°
SUM,11/5/2019 4:57:20 PM,,0.0,1.2,0.000,0.00,1.00,0.00,91°,40°,-105°
SUM,11/5/2019 5:12:20 PM,,0.0,0.1,0.000,0.00,1.00,0.00,94°,40°,-105°
SUM,11/5/2019 5:27:20 PM,,0.0,0.1,0.000,0.00,1.00,0.00,97°,40°,-105°
SUM,11/5/2019 5:42:20 PM,,0.0,0.1,0.000,0.00,1.00,0.00,100°,40°,-105°
SUM,11/5/2019 5:57:20 PM,,0.0,0.1,0.000,0.00,1.00,0.00,102°,40°,-105°
SUM,11/5/2019 6:12:20 PM,,0.0,0.1,0.000,0.00,1.00,0.00,105°,40°,-105°
SUM,11/5/2019 6:27:20 PM,,0.0,0.1,0.000,0.00,1.00,0.00,108°,40°,-105°
SUM,11/5/2019 6:42:20 PM,,0.0,0.1,0.000,0.00,1.00,0.00,111°,40°,-105°
SUM,11/5/2019 6:57:20 PM,,0.0,0.1,0.000,0.00,1.00,0.00,114°,40°,-105°
SUM,11/5/2019 7:12:20 PM,,0.0,0.1,0.000,0.00,1.00,0.00,117°,40°,-105°
SUM,11/5/2019 7:27:20 PM,,0.0,0.0,0.000,0.00,1.00,0.00,120°,40°,-105°
SUM,11/5/2019 7:42:20 PM,,0.0,0.0,0.000,0.00,1.00,0.00,122°,40°,-105°
SUM,11/5/2019 7:57:20 PM,,0.0,0.0,0.000,0.00,1.00,0.00,125°,40°,-105°
SUM,11/5/2019 8:12:20 PM,,0.0,0.0,0.000,0.00,1.00,0.00,128°,40°,-105°
SUM,11/5/2019 8:27:20 PM,,0.0,0.0,0.000,0.00,1.00,0.00,131°,40°,-105°
SUM,11/5/2019 8:42:20 PM,,0.0,0.0,0.000,0.00,1.00,0.00,134°,40°,-105°
SUM,11/5/2019 8:57:20 PM,,0.0,0.0,0.000,0.00,1.00,0.00,136°,40°,-105°
SUM,11/5/2019 9:12:20 PM,,0.0,0.0,0.000,0.00,1.00,0.00,139°,40°,-105°
SUM,11/5/2019 9:27:20 PM,,0.0,0.0,0.000,0.00,1.00,0.00,141°,40°,-105°
SUM,11/5/2019 9:42:20 PM,,0.0,0.0,0.000,0.00,1.00,0.00,144°,40°,-105°
SUM,11/5/2019 9:57:20 PM,,0.0,0.0,0.000,0.00,1.00,0.00,146°,40°,-105°
SUM,11/5/2019 10:12:20 PM,,0.0,0.0,0.000,0.00,1.00,0.00,148°,40°,-105°
SUM,11/5/2019 10:27:20 PM,,0.0,0.0,0.000,0.00,1.00,0.00,150°,40°,-105°
SUM,11/5/2019 10:42:20 PM,,0.0,0.0,0.000,0.00,1.00,0.00,152°,40°,-105°
SUM,11/5/2019 10:57:20 PM,,0.0,0.0,0.000,0.00,1.00,0.00,153°,40°,-105°
SUM,11/5/2019 11:12:20 PM,,0.0,0.0,0.000,0.00,1.00,0.00,154°,40°,-105°
SUM,11/5/2019 11:27:20 PM,,0.0,0.0,0.000,0.00,1.00,0.00,155°,40°,-105°
SUM,11/5/2019 11:42:20 PM,,0.0,0.0,0.000,0.00,1.00,0.00,155°,40°,-105°
SUM,11/5/2019 11:57:20 PM,,0.0,0.0,0.000,0.00,1.00,0.00,155°,40°,-105°
SUM,11/6/2019 12:12:20 AM,,0.0,0.0,0.000,0.00,1.00,0.00,155°,40°,-105°
SUM,11/6/2019 12:27:20 AM,,0.0,0.0,0.000,0.00,1.00,0.00,154°,40°,-105°
SUM,11/6/2019 12:42:20 AM,,0.0,0.0,0.000,0.00,1.00,0.00,153°,40°,-105°
SUM,11/6/2019 12:57:20 AM,,0.0,0.0,0.000,0.00,1.00,0.00,151°,40°,-105°
SUM,11/6/2019 1:12:20 AM,,0.0,0.0,0.000,0.00,1.00,0.00,149°,40°,-105°
SUM,11/6/2019 1:27:20 AM,,0.0,0.0,0.000,0.00,1.00,0.00,147°,40°,-105°
SUM,11/6/2019 1:42:20 AM,,0.0,0.0,0.000,0.00,1.00,0.00,145°,40°,-105°
SUM,11/6/2019 1:57:20 AM,,0.0,0.0,0.000,0.00,1.00,0.00,142°,40°,-105°
SUM,11/6/2019 2:12:20 AM,,0.0,0.0,0.000,0.00,1.00,0.00,140°,40°,-105°
SUM,11/6/2019 2:27:20 AM,,0.0,0.0,0.000,0.00,1.00,0.00,137°,40°,-105°
SUM,11/6/2019 2:42:20 AM,,0.0,0.0,0.000,0.00,1.00,0.00,134°,40°,-105°
SUM,11/6/2019 2:57:20 AM,,0.0,0.0,0.000,0.00,1.00,0.00,132°,40°,-105°
SUM,11/6/2019 3:12:20 AM,,0.0,0.0,0.000,0.00,1.00,0.00,129°,40°,-105°
SUM,11/6/2019 3:27:20 AM,,0.0,0.1,0.000,0.00,1.00,0.00,126°,40°,-105°
SUM,11/6/2019 3:42:20 AM,,0.0,0.1,0.000,0.00,1.00,0.00,123°,40°,-105°
SUM,11/6/2019 3:57:20 AM,,0.0,0.1,0.000,0.00,1.00,0.00,120°,40°,-105°
SUM,11/6/2019 4:12:20 AM,,0.0,0.1,0.000,0.00,1.00,0.00,117°,40°,-105°
SUM,11/6/2019 4:27:20 AM,,0.0,0.1,0.000,0.00,1.00,0.00,115°,40°,-105°
SUM,11/6/2019 4:42:20 AM,,0.0,0.1,0.000,0.00,1.00,0.00,112°,40°,-105°
SUM,11/6/2019 4:57:20 AM,,0.0,0.1,0.000,0.00,1.00,0.00,109°,40°,-105°
SUM,11/6/2019 5:12:20 AM,,0.0,0.1,0.000,0.00,1.00,0.00,106°,40°,-105°
SUM,11/6/2019 5:27:20 AM,,0.0,0.1,0.000,0.00,1.00,0.00,103°,40°,-105°
SUM,11/6/2019 5:42:20 AM,,0.0,0.1,0.000,0.00,1.00,0.00,100°,40°,-105°
SUM,11/6/2019 5:57:20 AM,,0.0,0.1,0.000,0.00,1.00,0.00,97°,40°,-105°
SUM,11/6/2019 6:12:20 AM,,0.0,0.4,0.000,0.00,1.00,0.00,95°,40°,-105°
SUM,11/6/2019 6:27:20 AM,,0.0,5.1,0.000,0.00,1.00,0.00,92°,40°,-105°
SUM,11/6/2019 6:42:20 AM,,0.0,23.6,0.000,0.00,1.00,0.00,89°,40°,-105°
SUM,11/6/2019 6:57:20 AM,,0.0,55.1,0.000,0.00,1.00,0.00,87°,40°,-105°
SUM,11/6/2019 7:12:20 AM,,0.0,92.6,0.000,0.00,1.00,0.00,84°,40°,-105°
SUM,11/6/2019 7:27:20 AM,,0.0,138.8,0.000,0.00,1.00,0.00,81°,40°,-105°
SUM,11/6/2019 7:42:20 AM,,0.0,162.5,0.000,0.00,1.00,0.00,79°,40°,-105°
SUM,11/6/2019 7:57:20 AM,,0.0,221.9,0.000,0.00,1.00,0.00,77°,40°,-105°
SUM,11/6/2019 8:12:20 AM,,0.0,313.1,0.000,0.00,1.00,0.00,74°,40°,-105°
SUM,11/6/2019 8:27:20 AM,,0.0,380.1,0.000,0.00,1.00,0.00,72°,40°,-105°
SUM,11/6/2019 8:42:20 AM,,0.0,426.4,0.000,0.00,1.00,0.00,70°,40°,-105°
SUM,11/6/2019 8:57:20 AM,,0.0,451.0,0.000,0.00,1.00,0.00,68°,40°,-105°
SUM,11/6/2019 9:12:20 AM,,0.0,451.4,0.000,0.00,1.00,0.00,66°,40°,-105°
SUM,11/6/2019 9:27:20 AM,,0.0,507.3,0.000,0.00,1.00,0.00,64°,40°,-105°
SUM,11/6/2019 9:42:20 AM,,0.0,554.7,0.000,0.00,1.00,0.00,62°,40°,-105°
SUM,11/6/2019 9:57:20 AM,,0.0,595.1,0.000,0.00,1.00,0.00,61°,40°,-105°
SUM,11/6/2019 10:12:20 AM,,0.0,658.5,0.000,0.00,1.00,0.00,60°,40°,-105°
SUM,11/6/2019 10:27:20 AM,,0.0,727.6,0.000,0.00,1.00,0.00,58°,40°,-105°
SUM,11/6/2019 10:42:20 AM,,0.0,736.9,0.000,0.00,1.00,0.00,58°,40°,-105°
SUM,11/6/2019 10:57:20 AM,,0.0,703.4,0.000,0.00,1.00,0.00,57°,40°,-105°
SUM,11/6/2019 11:12:20 AM,,0.0,641.2,0.000,0.00,1.00,0.00,56°,40°,-105°
SUM,11/6/2019 11:27:20 AM,,0.0,586.7,0.000,0.00,1.00,0.00,56°,40°,-105°
SUM,11/6/2019 11:42:20 AM,,0.0,460.2,0.000,0.00,1.00,0.00,56°,40°,-105°
SUM,11/6/2019 11:57:20 AM,,0.0,591.7,0.000,0.00,1.00,0.00,56°,40°,-105°
SUM,11/6/2019 12:12:20 PM,,0.0,628.2,0.000,0.00,1.00,0.00,56°,40°,-105°
SUM,11/6/2019 12:27:20 PM,,0.0,694.0,0.000,0.00,1.00,0.00,57°,40°,-105°
SUM,11/6/2019 12:42:20 PM,,0.0,372.0,0.000,0.00,1.00,0.00,57°,40°,-105°
SUM,11/6/2019 12:57:20 PM,,0.0,277.3,0.000,0.00,1.00,0.00,58°,40°,-105°
SUM,11/6/2019 1:12:20 PM,,0.0,153.5,0.000,0.00,1.00,0.00,59°,40°,-105°
SUM,11/6/2019 1:27:20 PM,,0.0,140.3,0.000,0.00,1.00,0.00,61°,40°,-105°
SUM,11/6/2019 1:42:20 PM,,0.0,110.0,0.000,0.00,1.00,0.00,62°,40°,-105°
SUM,11/6/2019 1:57:20 PM,,0.0,82.7,0.000,0.00,1.00,0.00,64°,40°,-105°
SUM,11/6/2019 2:12:20 PM,,0.0,83.4,0.000,0.00,1.00,0.00,66°,40°,-105°
SUM,11/6/2019 2:27:20 PM,,0.0,58.4,0.000,0.00,1.00,0.00,67°,40°,-105°
SUM,11/6/2019 2:42:20 PM,,0.0,56.2,0.000,0.00,1.00,0.00,69°,40°,-105°
SUM,11/6/2019 2:57:20 PM,,0.0,39.2,0.000,0.00,1.00,0.00,72°,40°,-105°
SUM,11/6/2019 3:12:20 PM,,0.0,31.8,0.000,0.00,1.00,0.00,74°,40°,-105°
SUM,11/6/2019 3:27:20 PM,,0.0,24.2,0.000,0.00,1.00,0.00,76°,40°,-105°
SUM,11/6/2019 3:42:20 PM,,0.0,17.5,0.000,0.00,1.00,0.00,79°,40°,-105°
SUM,11/6/2019 3:57:20 PM,,0.0,10.6,0.000,0.00,1.00,0.00,81°,40°,-105°
SUM,11/6/2019 4:12:20 PM,,0.0,7.2,0.000,0.00,1.00,0.00,84°,40°,-105°
SUM,11/6/2019 4:27:20 PM,,0.0,3.4,0.000,0.00,1.00,0.00,86°,40°,-105°
SUM,11/6/2019 4:42:20 PM,,0.0,1.4,0.000,0.00,1.00,0.00,89°,40°,-105°
SUM,11/6/2019 4:57:20 PM,,0.0,0.2,0.000,0.00,1.00,0.00,91°,40°,-105°
SUM,11/6/2019 5:12:20 PM,,0.0,0.1,0.000,0.00,1.00,0.00,94°,40°,-105°
SUM,11/6/2019 5:27:20 PM,,0.0,0.1,0.000,0.00,1.00,0.00,97°,40°,-105°
SUM,11/6/2019 5:42:20 PM,,0.0,0.1,0.000,0.00,1.00,0.00,100°,40°,-105°
SUM,11/6/2019 5:57:20 PM,,0.0,0.1,0.000,0.00,1.00,0.00,103°,40°,-105°
SUM,11/6/2019 6:12:20 PM,,0.0,0.1,0.000,0.00,1.00,0.00,105°,40°,-105°
SUM,11/6/2019 6:27:20 PM,,0.0,0.1,0.000,0.00,1.00,0.00,108°,40°,-105°
SUM,11/6/2019 6:42:20 PM,,0.0,0.1,0.000,0.00,1.00,0.00,111°,40°,-105°
SUM,11/6/2019 6:57:20 PM,,0.0,0.1,0.000,0.00,1.00,0.00,114°,40°,-105°
SUM,11/6/2019 7:12:20 PM,,0.0,0.1,0.000,0.00,1.00,0.00,117°,40°,-105°
SUM,11/6/2019 7:27:20 PM,,0.0,0.0,0.000,0.00,1.00,0.00,120°,40°,-105°
SUM,11/6/2019 7:42:20 PM,,0.0,0.0,0.000,0.00,1.00,0.00,123°,40°,-105°
SUM,11/6/2019 7:57:20 PM,,0.0,0.0,0.000,0.00,1.00,0.00,125°,40°,-105°
SUM,11/6/2019 8:12:20 PM,,0.0,0.0,0.000,0.00,1.00,0.00,128°,40°,-105°
SUM,11/6/2019 8:27:20 PM,,0.0,0.0,0.000,0.00,1.00,0.00,131°,40°,-105°
SUM,11/6/2019 8:42:20 PM,,0.0,0.0,0.000,0.00,1.00,0.00,134°,40°,-105°
SUM,11/6/2019 8:57:20 PM,,0.0,0.0,0.000,0.00,1.00,0.00,136°,40°,-105°
SUM,11/6/2019 9:12:20 PM,,0.0,0.0,0.000,0.00,1.00,0.00,139°,40°,-105°
SUM,11/6/2019 9:27:20 PM,,0.0,0.0,0.000,0.00,1.00,0.00,142°,40°,-105°
SUM,11/6/2019 9:42:20 PM,,0.0,0.0,0.000,0.00,1.00,0.00,144°,40°,-105°
SUM,11/6/2019 9:57:20 PM,,0.0,0.0,0.000,0.00,1.00,0.00,146°,40°,-105°
SUM,11/6/2019 10:12:20 PM,,0.0,0.0,0.000,0.00,1.00,0.00,149°,40°,-105°
SUM,11/6/2019 10:27:20 PM,,0.0,0.0,0.000,0.00,1.00,0.00,151°,40°,-105°
SUM,11/6/2019 10:42:20 PM,,0.0,0.0,0.000,0.00,1.00,0.00,152°,40°,-105°
SUM,11/6/2019 10:57:20 PM,,0.0,0.0,0.000,0.00,1.00,0.00,154°,40°,-105°
SUM,11/6/2019 11:12:20 PM,,0.0,0.0,0.000,0.00,1.00,0.00,155°,40°,-105°
SUM,11/6/2019 11:27:20 PM,,0.0,0.0,0.000,0.00,1.00,0.00,155°,40°,-105°
SUM,11/6/2019 11:42:20 PM,,0.0,0.0,0.000,0.00,1.00,0.00,156°,40°,-105°
SUM,11/6/2019 11:57:20 PM,,0.0,0.0,0.000,0.00,1.00,0.00,156°,40°,-105°
SUM,11/7/2019 12:12:20 AM,,0.0,0.0,0.000,0.00,1.00,0.00,155°,40°,-105°
SUM,11/7/2019 12:27:20 AM,,0.0,0.0,0.000,0.00,1.00,0.00,154°,40°,-105°
SUM,11/7/2019 12:42:20 AM,,0.0,0.0,0.000,0.00,1.00,0.00,153°,40°,-105°
SUM,11/7/2019 12:57:20 AM,,0.0,0.0,0.000,0.00,1.00,0.00,151°,40°,-105°
SUM,11/7/2019 1:12:20 AM,,0.0,0.0,0.000,0.00,1.00,0.00,149°,40°,-105°
SUM,11/7/2019 1:27:20 AM,,0.0,0.0,0.000,0.00,1.00,0.00,147°,40°,-105°
SUM,11/7/2019 1:42:20 AM,,0.0,0.0,0.000,0.00,1.00,0.00,145°,40°,-105°
SUM,11/7/2019 1:57:20 AM,,0.0,0.0,0.000,0.00,1.00,0.00,142°,40°,-105°
SUM,11/7/2019 2:12:20 AM,,0.0,0.0,0.000,0.00,1.00,0.00,140°,40°,-105°
SUM,11/7/2019 2:27:20 AM,,0.0,0.0,0.000,0.00,1.00,0.00,137°,40°,-105°
SUM,11/7/2019 2:42:20 AM,,0.0,0.0,0.000,0.00,1.00,0.00,135°,40°,-105°
SUM,11/7/2019 2:57:20 AM,,0.0,0.0,0.000,0.00,1.00,0.00,132°,40°,-105°
SUM,11/7/2019 3:12:20 AM,,0.0,0.0,0.000,0.00,1.00,0.00,129°,40°,-105°
SUM,11/7/2019 3:27:20 AM,,0.0,0.1,0.000,0.00,1.00,0.00,126°,40°,-105°
SUM,11/7/2019 3:42:20 AM,,0.0,0.1,0.000,0.00,1.00,0.00,123°,40°,-105°
SUM,11/7/2019 3:57:20 AM,,0.0,0.1,0.000,0.00,1.00,0.00,120°,40°,-105°
SUM,11/7/2019 4:12:20 AM,,0.0,0.1,0.000,0.00,1.00,0.00,118°,40°,-105°
SUM,11/7/2019 4:27:20 AM,,0.0,0.1,0.000,0.00,1.00,0.00,115°,40°,-105°
SUM,11/7/2019 4:42:20 AM,,0.0,0.1,0.000,0.00,1.00,0.00,112°,40°,-105°
SUM,11/7/2019 4:57:20 AM,,0.0,0.1,0.000,0.00,1.00,0.00,109°,40°,-105°
SUM,11/7/2019 5:12:20 AM,,0.0,0.1,0.000,0.00,1.00,0.00,106°,40°,-105°
SUM,11/7/2019 5:27:20 AM,,0.0,0.1,0.000,0.00,1.00,0.00,103°,40°,-105°
SUM,11/7/2019 5:42:20 AM,,0.0,0.1,0.000,0.00,1.00,0.00,100°,40°,-105°
SUM,11/7/2019 5:57:20 AM,,0.0,0.1,0.000,0.00,1.00,0.00,98°,40°,-105°
SUM,11/7/2019 6:12:20 AM,,0.0,0.2,0.000,0.00,1.00,0.00,95°,40°,-105°
SUM,11/7/2019 6:27:20 AM,,0.0,1.9,0.000,0.00,1.00,0.00,92°,40°,-105°
SUM,11/7/2019 6:42:20 AM,,0.0,7.6,0.000,0.00,1.00,0.00,90°,40°,-105°
SUM,11/7/2019 6:57:20 AM,,0.0,17.0,0.000,0.00,1.00,0.00,87°,40°,-105°
SUM,11/7/2019 7:12:20 AM,,0.0,25.6,0.000,0.00,1.00,0.00,84°,40°,-105°
