Serial Number:,PSY1I70E
APP Serial #:,03000717
Head Serial #:,2907
App Ver:,R1-7-8
COM Ver:,R2-6-7
Instrument Name:,
Instrument Comment:,
Cooling Time:,10,seconds
Waiting Time:,6,seconds
Warming Duration:,0,seconds
Wait before measurement:,15,seconds
Chamber Heating Duration:,60,seconds
Chamber Heating Schedule:,continuous 
C1:,0.0270
C2:,0.3250
Date,Time,Chamber Temperature (°C),dT (µV),Wet Bulb Depression (µV),Corrected Water Potential (MPa),Intercept,Slope,EDBO,Correction for dT (MPa),Correction Factor,Internal Battery Voltage (V),Internal Battery Temperature (°C),External Power Supply Present,External Power Supply Voltage (V),External Power Supply Current (mA),Diagnostic Comment
30/07/2019,17:40:00,24.43,-0.527,0.000,0.00,1.00,-3.80,-0.353,-0.07,8.219,4.06,25.20 ,not present ,0.00 ,0.00 ,
30/07/2019,17:50:00,24.43,-0.469,0.000,0.00,1.00,-3.80,-0.368,-0.06,8.219,4.06,25.20 ,not present ,0.00 ,0.00 ,
30/07/2019,18:00:00,24.41,-0.471,0.000,0.00,1.00,-3.80,-0.264,-0.06,8.219,4.05,25.30 ,not present ,0.00 ,0.00 ,
30/07/2019,18:10:00,24.41,-0.362,0.000,0.00,1.00,-3.80,-0.327,-0.04,8.219,4.05,25.30 ,not present ,0.00 ,0.00 ,
30/07/2019,18:20:00,24.41,-0.257,0.000,0.00,1.00,-3.80,-0.311,-0.03,8.219,4.05,25.30 ,not present ,0.00 ,0.00 ,
30/07/2019,18:30:00,24.39,-0.400,0.000,0.00,1.00,-3.80,-0.253,-0.05,8.222,4.04,25.20 ,not present ,0.00 ,0.00 ,
30/07/2019,18:40:00,24.39,-0.300,0.000,0.00,1.00,-3.80,-0.241,-0.04,8.222,4.04,25.30 ,not present ,0.00 ,0.00 ,
30/07/2019,18:50:00,24.37,-0.432,0.000,0.00,1.00,-3.80,-0.338,-0.05,8.222,4.03,25.20 ,not present ,0.00 ,0.00 ,
30/07/2019,19:00:00,24.34,-0.328,0.000,0.00,1.00,-3.80,-0.267,-0.04,8.222,4.02,25.20 ,not present ,0.00 ,0.00 ,
30/07/2019,19:10:00,24.30,-0.416,0.000,0.00,1.00,-3.80,-0.273,-0.05,8.222,4.01,25.00 ,not present ,0.00 ,0.00 ,
30/07/2019,19:20:00,24.27,-0.384,0.000,0.00,1.00,-3.80,-0.368,-0.05,8.226,4.00,25.00 ,not present ,0.00 ,0.00 ,
30/07/2019,19:30:00,24.22,-0.367,0.000,0.00,1.00,-3.80,-0.461,-0.04,8.226,3.99,24.90 ,not present ,0.00 ,0.00 ,
30/07/2019,19:40:00,24.19,-0.357,0.000,0.00,1.00,-3.80,-0.343,-0.04,8.229,3.99,24.90 ,not present ,0.00 ,0.00 ,
30/07/2019,19:50:00,24.17,-0.397,0.000,0.00,1.00,-3.80,-0.419,-0.05,8.229,3.98,24.90 ,not present ,0.00 ,0.00 ,
30/07/2019,20:00:00,24.12,-0.356,0.000,0.00,1.00,-3.80,-0.297,-0.04,8.229,3.98,24.80 ,not present ,0.00 ,0.00 ,
30/07/2019,20:10:00,24.09,-0.530,0.000,0.00,1.00,-3.80,-0.388,-0.07,8.233,3.97,24.80 ,not present ,0.00 ,0.00 ,
30/07/2019,20:20:00,24.06,-0.440,0.000,0.00,1.00,-3.80,-0.252,-0.05,8.233,3.97,24.70 ,not present ,0.00 ,0.00 ,
30/07/2019,20:30:00,24.03,-0.399,0.000,0.00,1.00,-3.80,-0.264,-0.05,8.233,3.96,24.70 ,not present ,0.00 ,0.00 ,
30/07/2019,20:40:00,24.01,-0.481,0.000,0.00,1.00,-3.80,-0.388,-0.06,8.233,3.96,24.70 ,not present ,0.00 ,0.00 ,
30/07/2019,20:50:00,24.00,-0.448,0.000,0.00,1.00,-3.80,-0.384,-0.06,8.233,3.96,24.60 ,not present ,0.00 ,0.00 ,
30/07/2019,21:00:00,23.99,-0.476,0.000,0.00,1.00,-3.80,-0.256,-0.06,8.237,3.95,24.60 ,not present ,0.00 ,0.00 ,
30/07/2019,21:10:00,23.98,-0.344,0.000,0.00,1.00,-3.80,-0.371,-0.04,8.237,3.95,24.50 ,not present ,0.00 ,0.00 ,
30/07/2019,21:20:00,23.95,-0.464,0.000,0.00,1.00,-3.80,-0.453,-0.06,8.237,3.95,24.50 ,not present ,0.00 ,0.00 ,
30/07/2019,21:30:00,23.94,-0.355,0.000,0.00,1.00,-3.80,-0.327,-0.04,8.237,3.95,24.60 ,not present ,0.00 ,0.00 ,
30/07/2019,21:40:00,23.91,-0.424,0.000,0.00,1.00,-3.80,-0.318,-0.05,8.237,3.95,24.50 ,not present ,0.00 ,0.00 ,
30/07/2019,21:50:00,23.88,-0.410,0.000,0.00,1.00,-3.80,-0.303,-0.05,8.240,3.94,24.50 ,not present ,0.00 ,0.00 ,
30/07/2019,22:00:00,23.87,-0.452,0.000,0.00,1.00,-3.80,-0.363,-0.06,8.240,3.94,24.50 ,not present ,0.00 ,0.00 ,
30/07/2019,22:10:00,23.84,-0.402,0.000,0.00,1.00,-3.80,-0.361,-0.05,8.240,3.94,24.50 ,not present ,0.00 ,0.00 ,
30/07/2019,22:20:00,23.81,-0.445,0.000,0.00,1.00,-3.80,-0.350,-0.06,8.240,3.94,24.50 ,not present ,0.00 ,0.00 ,
30/07/2019,22:30:00,23.80,-0.358,0.000,0.00,1.00,-3.80,-0.231,-0.04,8.240,3.93,24.40 ,not present ,0.00 ,0.00 ,
30/07/2019,22:40:00,23.77,-0.356,0.000,0.00,1.00,-3.80,-0.299,-0.04,8.244,3.93,24.50 ,not present ,0.00 ,0.00 ,
30/07/2019,22:50:00,23.73,-0.440,0.000,0.00,1.00,-3.80,-0.401,-0.05,8.244,3.93,24.50 ,not present ,0.00 ,0.00 ,
30/07/2019,23:00:00,23.71,-0.273,0.000,0.00,1.00,-3.80,-0.290,-0.03,8.244,3.93,24.50 ,not present ,0.00 ,0.00 ,
30/07/2019,23:10:00,23.67,-0.401,0.000,0.00,1.00,-3.80,-0.355,-0.05,8.247,3.93,24.30 ,not present ,0.00 ,0.00 ,
30/07/2019,23:20:00,23.67,-0.359,0.000,0.00,1.00,-3.80,-0.348,-0.04,8.247,3.92,24.30 ,not present ,0.00 ,0.00 ,
30/07/2019,23:30:00,23.65,-0.383,0.000,0.00,1.00,-3.80,-0.416,-0.05,8.247,3.92,24.30 ,not present ,0.00 ,0.00 ,
30/07/2019,23:40:00,23.65,-0.391,0.000,0.00,1.00,-3.80,-0.297,-0.05,8.247,3.92,24.40 ,not present ,0.00 ,0.00 ,
30/07/2019,23:50:00,23.64,-0.432,0.000,0.00,1.00,-3.80,-0.367,-0.05,8.247,3.91,24.20 ,not present ,0.00 ,0.00 ,
31/07/2019,00:00:00,23.62,-0.465,0.000,0.00,1.00,-3.80,-0.349,-0.06,8.247,3.91,24.40 ,not present ,0.00 ,0.00 ,
31/07/2019,00:10:00,23.61,-0.347,0.000,0.00,1.00,-3.80,-0.354,-0.04,8.247,3.91,24.30 ,not present ,0.00 ,0.00 ,
31/07/2019,00:20:00,23.59,-0.469,0.000,0.00,1.00,-3.80,-0.352,-0.06,8.251,3.90,24.30 ,not present ,0.00 ,0.00 ,
31/07/2019,00:30:00,23.58,-0.424,0.000,0.00,1.00,-3.80,-0.349,-0.05,8.251,3.90,24.20 ,not present ,0.00 ,0.00 ,
31/07/2019,00:40:00,23.56,-0.422,0.000,0.00,1.00,-3.80,-0.337,-0.05,8.251,3.90,24.20 ,not present ,0.00 ,0.00 ,
31/07/2019,00:50:00,23.54,-0.398,0.000,0.00,1.00,-3.80,-0.301,-0.05,8.251,3.89,24.20 ,not present ,0.00 ,0.00 ,
31/07/2019,01:00:00,23.52,-0.402,0.000,0.00,1.00,-3.80,-0.334,-0.05,8.251,3.89,24.20 ,not present ,0.00 ,0.00 ,
31/07/2019,01:10:00,23.50,-0.368,0.000,0.00,1.00,-3.80,-0.238,-0.04,8.251,3.89,24.10 ,not present ,0.00 ,0.00 ,
31/07/2019,01:20:00,23.49,-0.237,0.000,0.00,1.00,-3.80,-0.294,-0.03,8.254,3.88,24.20 ,not present ,0.00 ,0.00 ,
31/07/2019,01:30:00,23.51,-0.370,0.000,0.00,1.00,-3.80,-0.285,-0.05,8.251,3.88,24.10 ,not present ,0.00 ,0.00 ,
31/07/2019,01:40:00,23.50,-0.451,0.000,0.00,1.00,-3.80,-0.294,-0.06,8.251,3.88,24.10 ,not present ,0.00 ,0.00 ,
31/07/2019,01:50:00,23.50,-0.520,0.000,0.00,1.00,-3.80,-0.314,-0.07,8.251,3.87,24.10 ,not present ,0.00 ,0.00 ,
31/07/2019,02:00:00,23.49,-0.455,0.000,0.00,1.00,-3.80,-0.349,-0.06,8.254,3.87,24.10 ,not present ,0.00 ,0.00 ,
31/07/2019,02:10:00,23.50,-0.320,0.000,0.00,1.00,-3.80,-0.369,-0.04,8.251,3.86,24.10 ,not present ,0.00 ,0.00 ,
31/07/2019,02:20:00,23.50,-0.343,0.000,0.00,1.00,-3.80,-0.264,-0.04,8.251,3.86,24.20 ,not present ,0.00 ,0.00 ,
31/07/2019,02:30:00,23.50,-0.330,0.000,0.00,1.00,-3.80,-0.342,-0.04,8.251,3.86,24.20 ,not present ,0.00 ,0.00 ,
31/07/2019,02:40:00,23.51,-0.354,0.000,0.00,1.00,-3.80,-0.331,-0.04,8.251,3.85,24.20 ,not present ,0.00 ,0.00 ,
31/07/2019,02:50:00,23.50,-0.444,0.000,0.00,1.00,-3.80,-0.455,-0.06,8.251,3.85,24.10 ,not present ,0.00 ,0.00 ,
31/07/2019,03:00:00,23.50,-0.348,0.000,0.00,1.00,-3.80,-0.383,-0.04,8.251,3.84,24.20 ,not present ,0.00 ,0.00 ,
31/07/2019,03:10:00,23.50,-0.370,0.000,0.00,1.00,-3.80,-0.255,-0.05,8.251,3.84,24.20 ,not present ,0.00 ,0.00 ,
31/07/2019,03:20:00,23.49,-0.439,0.000,0.00,1.00,-3.80,-0.263,-0.05,8.254,3.84,24.20 ,not present ,0.00 ,0.00 ,
31/07/2019,03:30:00,23.49,-0.397,0.000,0.00,1.00,-3.80,-0.389,-0.05,8.254,3.84,24.10 ,not present ,0.00 ,0.00 ,
31/07/2019,03:40:00,23.48,-0.387,0.000,0.00,1.00,-3.80,-0.351,-0.05,8.254,3.83,24.10 ,not present ,0.00 ,0.00 ,
31/07/2019,03:50:00,23.49,-0.376,0.000,0.00,1.00,-3.80,-0.293,-0.05,8.254,3.83,24.10 ,not present ,0.00 ,0.00 ,
31/07/2019,04:00:00,23.47,-0.433,0.000,0.00,1.00,-3.80,-0.407,-0.05,8.254,3.83,24.10 ,not present ,0.00 ,0.00 ,
31/07/2019,04:10:00,23.45,-0.423,0.000,0.00,1.00,-3.80,-0.367,-0.05,8.254,3.82,24.10 ,not present ,0.00 ,0.00 ,
31/07/2019,04:20:00,23.43,-0.366,0.000,0.00,1.00,-3.80,-0.338,-0.04,8.254,3.82,24.10 ,not present ,0.00 ,0.00 ,
31/07/2019,04:30:00,23.43,-0.430,0.000,0.00,1.00,-3.80,-0.313,-0.05,8.254,3.82,24.10 ,not present ,0.00 ,0.00 ,
31/07/2019,04:40:00,23.40,-0.451,0.000,0.00,1.00,-3.80,-0.261,-0.06,8.254,3.82,24.10 ,not present ,0.00 ,0.00 ,
31/07/2019,04:50:00,23.39,-0.355,0.000,0.00,1.00,-3.80,-0.305,-0.04,8.258,3.81,24.00 ,not present ,0.00 ,0.00 ,
31/07/2019,05:00:00,23.36,-0.426,0.000,0.00,1.00,-3.80,-0.314,-0.05,8.258,3.81,24.00 ,not present ,0.00 ,0.00 ,
31/07/2019,05:10:00,23.34,-0.489,0.000,0.00,1.00,-3.80,-0.279,-0.06,8.258,3.81,24.00 ,not present ,0.00 ,0.00 ,
31/07/2019,05:20:00,23.33,-0.632,0.000,0.00,1.00,-3.80,-0.247,-0.08,8.258,3.81,24.00 ,not present ,0.00 ,0.00 ,
31/07/2019,05:30:00,23.31,-0.353,0.000,0.00,1.00,-3.80,-0.327,-0.04,8.258,3.80,24.10 ,not present ,0.00 ,0.00 ,
31/07/2019,05:40:00,23.27,-0.386,0.000,0.00,1.00,-3.80,-0.388,-0.05,8.262,3.80,24.00 ,not present ,0.00 ,0.00 ,
31/07/2019,05:50:00,23.27,-0.340,0.000,0.00,1.00,-3.80,-0.370,-0.04,8.262,3.80,24.00 ,not present ,0.00 ,0.00 ,
31/07/2019,06:00:00,23.26,-0.308,0.000,0.00,1.00,-3.80,-0.341,-0.04,8.262,3.80,24.00 ,not present ,0.00 ,0.00 ,
31/07/2019,06:10:00,23.22,-0.417,0.000,0.00,1.00,-3.80,-0.272,-0.05,8.262,3.80,23.90 ,not present ,0.00 ,0.00 ,
31/07/2019,06:20:00,23.20,-0.370,0.000,0.00,1.00,-3.80,-0.309,-0.05,8.262,3.80,23.80 ,not present ,0.00 ,0.00 ,
31/07/2019,06:30:00,23.21,-0.428,0.000,0.00,1.00,-3.80,-0.369,-0.05,8.262,3.79,24.00 ,not present ,0.00 ,0.00 ,
31/07/2019,06:40:00,23.21,-0.326,0.000,0.00,1.00,-3.80,-0.372,-0.04,8.262,3.79,23.70 ,not present ,0.00 ,0.00 ,
31/07/2019,06:50:00,23.23,-0.293,0.000,0.00,1.00,-3.80,-0.389,-0.03,8.262,3.79,23.90 ,not present ,0.00 ,0.00 ,
31/07/2019,07:00:00,23.24,-0.395,0.000,0.00,1.00,-3.80,-0.311,-0.05,8.262,3.79,23.90 ,not present ,0.00 ,0.00 ,
31/07/2019,07:10:00,23.23,-0.397,0.000,0.00,1.00,-3.80,-0.330,-0.05,8.262,3.79,23.90 ,not present ,0.00 ,0.00 ,
31/07/2019,07:20:00,23.23,-0.398,0.000,0.00,1.00,-3.80,-0.322,-0.05,8.262,3.78,23.90 ,not present ,0.00 ,0.00 ,
31/07/2019,07:30:00,23.23,-0.252,0.000,0.00,1.00,-3.80,-0.345,-0.03,8.262,3.78,24.00 ,not present ,0.00 ,0.00 ,
31/07/2019,07:40:00,23.23,-0.385,0.000,0.00,1.00,-3.80,-0.450,-0.05,8.262,3.78,23.80 ,not present ,0.00 ,0.00 ,
31/07/2019,07:50:00,23.24,-0.398,0.000,0.00,1.00,-3.80,-0.314,-0.05,8.262,3.78,23.80 ,not present ,0.00 ,0.00 ,
31/07/2019,08:00:00,23.26,-0.314,0.000,0.00,1.00,-3.80,-0.325,-0.04,8.262,3.78,23.90 ,not present ,0.00 ,0.00 ,
31/07/2019,08:10:00,23.29,-0.403,0.000,0.00,1.00,-3.80,-0.218,-0.05,8.262,3.78,23.80 ,not present ,0.00 ,0.00 ,
31/07/2019,08:20:00,23.34,-0.365,0.000,0.00,1.00,-3.80,-0.247,-0.04,8.258,3.78,23.90 ,not present ,0.00 ,0.00 ,
31/07/2019,08:30:00,23.38,-0.364,0.000,0.00,1.00,-3.80,-0.267,-0.04,8.258,3.78,24.00 ,not present ,0.00 ,0.00 ,
31/07/2019,08:40:00,23.41,-0.417,0.000,0.00,1.00,-3.80,-0.376,-0.05,8.254,3.77,24.00 ,not present ,0.00 ,0.00 ,
31/07/2019,08:50:00,23.48,-0.307,0.000,0.00,1.00,-3.80,-0.293,-0.04,8.254,3.77,24.10 ,not present ,0.00 ,0.00 ,
31/07/2019,09:00:00,23.54,-0.221,0.000,0.00,1.00,-3.80,-0.216,-0.02,8.251,3.77,24.20 ,not present ,0.00 ,0.00 ,
31/07/2019,09:10:00,23.58,-0.420,0.000,0.00,1.00,-3.80,-0.205,-0.05,8.251,3.77,24.10 ,not present ,0.00 ,0.00 ,
31/07/2019,09:20:00,23.65,-0.418,0.000,0.00,1.00,-3.80,-0.310,-0.05,8.247,3.77,24.20 ,not present ,0.00 ,0.00 ,
31/07/2019,09:30:00,23.71,-0.357,0.000,0.00,1.00,-3.80,-0.226,-0.04,8.244,3.77,24.40 ,not present ,0.00 ,0.00 ,
31/07/2019,09:40:00,23.78,-0.283,0.000,0.00,1.00,-3.80,-0.270,-0.03,8.244,3.77,24.40 ,not present ,0.00 ,0.00 ,
31/07/2019,09:50:00,23.82,-0.393,0.000,0.00,1.00,-3.80,-0.127,-0.05,8.240,3.77,24.40 ,not present ,0.00 ,0.00 ,
31/07/2019,10:00:00,23.88,-0.434,0.000,0.00,1.00,-3.80,-0.205,-0.05,8.240,3.77,24.50 ,not present ,0.00 ,0.00 ,
31/07/2019,10:10:00,23.93,-0.363,0.000,0.00,1.00,-3.80,-0.231,-0.04,8.237,3.76,24.50 ,not present ,0.00 ,0.00 ,
31/07/2019,10:20:00,23.99,-0.333,0.000,0.00,1.00,-3.80,-0.265,-0.04,8.237,3.76,24.60 ,not present ,0.00 ,0.00 ,
31/07/2019,10:30:00,24.02,-0.349,0.000,0.00,1.00,-3.80,-0.302,-0.04,8.233,3.76,24.70 ,not present ,0.00 ,0.00 ,
31/07/2019,10:40:00,24.06,-0.448,0.000,0.00,1.00,-3.80,-0.220,-0.06,8.233,3.76,24.60 ,not present ,0.00 ,0.00 ,
31/07/2019,10:50:00,24.10,-0.362,0.000,0.00,1.00,-3.80,-0.249,-0.04,8.229,3.76,24.70 ,not present ,0.00 ,0.00 ,
31/07/2019,11:00:00,24.13,-0.402,0.000,0.00,1.00,-3.80,-0.272,-0.05,8.229,3.76,24.70 ,not present ,0.00 ,0.00 ,
31/07/2019,11:10:00,24.18,-0.383,0.000,0.00,1.00,-3.80,-0.313,-0.05,8.229,3.76,24.80 ,not present ,0.00 ,0.00 ,
31/07/2019,11:20:00,24.21,-0.385,0.000,0.00,1.00,-3.80,-0.277,-0.05,8.226,3.76,24.90 ,not present ,0.00 ,0.00 ,
31/07/2019,11:30:00,24.37,-0.460,0.000,0.00,1.00,-3.80,-0.269,-0.06,8.222,3.80,36.50 ,present ,15.28 ,208.80 ,
31/07/2019,11:40:00,24.58,-0.296,0.000,0.00,1.00,-3.80,-0.558,-0.03,8.215,3.80,42.20 ,present ,15.26 ,211.20 ,
31/07/2019,11:50:00,24.63,-0.260,0.000,0.00,1.00,-3.80,-0.699,-0.03,8.212,3.80,40.59 ,present ,15.30 ,92.70 ,
31/07/2019,12:00:00,26.03,-5.785,0.373,-0.60,1.00,-3.80,-5.730,-0.77,8.161,3.80,39.20 ,present ,15.29 ,92.40 ,
31/07/2019,12:10:00,26.11,-0.258,0.000,0.00,1.00,-3.80,-0.746,-0.03,8.159,3.80,38.90 ,present ,15.29 ,92.10 ,
31/07/2019,12:20:00,26.06,-0.443,0.000,0.00,1.00,-3.80,-1.030,-0.05,8.161,3.81,38.70 ,present ,15.29 ,92.40 ,
31/07/2019,12:30:00,26.37,-1.095,11.970,-2.92,1.00,-3.80,-1.504,-0.14,8.152,3.81,38.30 ,present ,15.29 ,92.40 ,
31/07/2019,12:40:00,25.64,-0.488,9.217,-2.18,1.00,-3.80,-0.911,-0.06,8.175,3.81,38.30 ,present ,15.29 ,92.10 ,
31/07/2019,12:50:00,25.26,-0.362,10.257,-2.46,1.00,-3.80,-0.718,-0.04,8.191,3.82,38.30 ,present ,15.29 ,92.40 ,
