Date,Time,Chamber Temperature (°C),dT (µV),Wet Bulb Depression (µV),Corrected Water Potential (MPa),Intercept,Slope,EDBO,Correction for dT (MPa),Correction Factor,Internal Battery Voltage (V),Internal Battery Temperature (°C),External Power Supply Present,External Power Supply Voltage (V),External Power Supply Current (mA),Diagnostic Comment
24/08/2019,17:30:00,29.9,1.407,2.782,-0.18,1.04,-3.8,-0.189,0.18,8.028,4.19,37.09,present ,15.31,44.7,
24/08/2019,17:45:00,29.78,0.629,2.015,-0.11,1.04,-3.8,-0.318,0.08,8.034,4.19,36.7,present ,15.31,44.7,
24/08/2019,18:00:00,29.5,0.936,2.556,-0.2,1.04,-3.8,-0.449,0.12,8.041,4.19,36.4,present ,15.31,44.7,
24/08/2019,18:15:00,29.47,1.541,2.29,-0.06,1.04,-3.8,-0.007,0.2,8.045,4.19,36,present ,15.31,44.7,
24/08/2019,18:30:00,29.26,0.984,0,0,1.04,-3.8,-0.143,0.12,8.05,4.19,35.3,present ,15.31,44.7,
24/08/2019,18:45:00,28.91,1.296,0,0,1.04,-3.8,-0.24,0.17,8.062,4.19,34.9,present ,15.31,44.7,
24/08/2019,19:00:00,28.51,1.946,0,0,1.04,-3.8,0.12,0.25,8.076,4.19,34.5,present ,15.31,44.4,
24/08/2019,19:15:00,28.22,1.333,0,0,1.04,-3.8,-0.161,0.17,8.086,4.19,34,present ,15.31,44.4,
24/08/2019,19:30:00,27.75,1.706,0,0,1.04,-3.8,-0.134,0.22,8.102,4.19,33.5,present ,15.31,44.4,
24/08/2019,19:45:00,27.02,2.097,0,0,1.04,-3.8,-0.039,0.27,8.128,4.19,32.59,present ,15.31,44.4,
24/08/2019,20:00:00,26.28,1.939,0,0,1.04,-3.8,-0.021,0.25,8.154,4.19,31.5,present ,15.31,44.1,
24/08/2019,20:15:00,25.65,1.645,0,0,1.04,-3.8,-0.06,0.22,8.175,4.19,30.8,present ,15.31,44.1,
24/08/2019,20:30:00,25.16,1.22,0,0,1.04,-3.8,0.019,0.16,8.194,4.19,30.2,present ,15.31,44.1,
24/08/2019,20:45:00,24.68,0.737,0,0,1.04,-3.8,-0.052,0.09,8.212,4.19,30.1,present ,15.27,44.1,
24/08/2019,21:00:00,23.9,-3.423,0.949,-0.44,1.04,-3.8,0.158,-0.46,8.237,4.19,29.7,present ,15.3,43.8,
24/08/2019,21:15:00,23.68,-6.93,0.861,-0.89,1.04,-3.8,0.124,-0.93,8.247,4.19,29.5,present ,15.27,44.1,
24/08/2019,21:30:00,23.1,-8.056,0.769,-1.03,1.04,-3.8,0.116,-1.09,8.265,4.19,28.8,present ,15.27,44.1,
24/08/2019,21:45:00,22.46,-6.529,0.967,-0.88,1.04,-3.8,0.137,-0.88,8.29,4.19,28.4,present ,15.27,44.1,
24/08/2019,22:00:00,22.09,-3.982,1.008,-0.55,1.04,-3.8,0.095,-0.54,8.305,4.19,28,present ,15.27,43.8,
24/08/2019,22:15:00,21.25,-4.665,1.405,-0.77,1.04,-3.8,0.287,-0.63,8.333,4.19,27.4,present ,15.27,43.8,
24/08/2019,22:30:00,20.67,-7.064,1.413,-1.11,1.04,-3.8,0.093,-0.96,8.355,4.19,26.9,present ,15.27,43.8,
24/08/2019,22:45:00,20.64,-7.227,1.456,-1.15,1.04,-3.8,-0.094,-0.98,8.355,4.19,26.6,present ,15.27,43.8,
24/08/2019,23:00:00,20.39,-8.19,1.702,-1.36,1.04,-3.8,0.016,-1.12,8.366,4.19,26.5,present ,15.27,43.8,
24/08/2019,23:15:00,20.03,-7.854,2.594,-1.59,1.04,-3.8,0.039,-1.07,8.377,4.19,26.3,present ,15.3,43.8,
24/08/2019,23:30:00,19.74,-8.794,2.541,-1.71,1.04,-3.8,0.017,-1.2,8.388,4.19,26,present ,15.27,43.8,
24/08/2019,23:45:00,19.16,-8.32,3.601,-1.99,1.04,-3.8,0.254,-1.14,8.41,4.19,25.5,present ,15.27,43.5,
25/08/2019,0:00:00,18.6,-8.404,4.099,-2.19,1.04,-3.8,0.389,-1.16,8.428,4.19,25,present ,15.29,46.5,
25/08/2019,0:15:00,18.47,-9.813,3.732,-2.27,1.04,-3.8,0.064,-1.35,8.436,4.19,24.6,present ,15.26,47.4,
25/08/2019,0:30:00,18.59,-9.671,4.288,-2.42,1.04,-3.8,0.078,-1.33,8.432,4.19,24.5,present ,15.26,47.1,
25/08/2019,0:45:00,18.01,-7.337,5.67,-2.58,1.04,-3.8,0.406,-1.01,8.451,4.19,24.1,present ,15.26,47.1,
25/08/2019,1:00:00,17.78,-9.851,5.574,-2.91,1.04,-3.8,-0.124,-1.36,8.462,4.19,23.6,present ,15.26,47.4,
25/08/2019,1:15:00,17.88,-9.528,6.127,-3.04,1.04,-3.8,-0.14,-1.32,8.458,4.19,23.4,present ,15.26,47.1,
25/08/2019,1:30:00,17.6,-6.784,6.989,-2.96,1.04,-3.8,0.094,-0.94,8.465,4.19,23.4,present ,15.26,47.4,
25/08/2019,1:45:00,17.44,-6.6,7.09,-2.98,1.04,-3.8,-0.022,-0.91,8.473,4.19,23.2,present ,15.26,47.1,
25/08/2019,2:00:00,17.53,-6.837,7.977,-3.3,1.04,-3.8,-0.176,-0.94,8.469,4.19,23.2,present ,15.26,47.1,
25/08/2019,2:15:00,17.92,-7.463,8.911,-3.65,1.04,-3.8,0.004,-1.03,8.454,4.19,23.3,present ,15.26,47.4,
25/08/2019,2:30:00,18.3,-7.739,9.028,-3.69,1.04,-3.8,-0.18,-1.07,8.439,4.18,23.4,present ,15.26,47.4,
25/08/2019,2:45:00,18.58,-8.422,10.248,-4.15,1.04,-3.8,-0.261,-1.16,8.432,4.18,23.5,present ,15.26,47.4,
25/08/2019,3:00:00,18.89,-8.927,10.839,-4.37,1.04,-3.8,-0.132,-1.23,8.421,4.18,23.6,present ,15.26,47.4,
25/08/2019,3:15:00,18.83,-4.85,12.157,-4.23,1.04,-3.8,0.002,-0.66,8.421,4.18,23.7,present ,15.26,47.7,
25/08/2019,3:30:00,19.11,-8.271,12.138,-4.66,1.04,-3.8,-0.094,-1.14,8.41,4.18,23.8,present ,15.26,47.7,
25/08/2019,3:45:00,19.29,-6.349,13.126,-4.68,1.04,-3.8,-0.076,-0.87,8.406,4.18,24,present ,15.26,47.7,
25/08/2019,4:00:00,19.52,-8.93,13.305,-5.06,1.04,-3.8,-0.055,-1.22,8.395,4.18,24.1,present ,15.26,47.7,
25/08/2019,4:15:00,19.26,-7.899,14.075,-5.19,1.04,-3.8,0.041,-1.08,8.406,4.18,24.1,present ,15.26,47.7,
25/08/2019,4:30:00,20.26,-9.371,14.501,-5.38,1.04,-3.8,-0.169,-1.28,8.37,4.18,24.4,present ,15.26,47.7,
25/08/2019,4:45:00,20.85,-9.258,15.25,-5.51,1.04,-3.8,-0.182,-1.26,8.348,4.18,24.7,present ,15.26,47.7,
25/08/2019,5:00:01,21.08,-7.674,15.387,-5.3,1.04,-3.8,-0.031,-1.04,8.341,4.18,25,present ,15.26,47.4,
25/08/2019,5:15:00,21.08,-7.457,15.823,-5.4,1.04,-3.8,0.035,-1.01,8.341,4.18,25.2,present ,15.26,47.7,
25/08/2019,5:30:00,21.05,-5.056,15.879,-5.09,1.04,-3.8,0.375,-0.69,8.341,4.18,25.3,present ,15.26,47.7,
25/08/2019,5:45:00,21.24,-7.66,16.265,-5.53,1.04,-3.8,-0.042,-1.04,8.333,4.18,25.4,present ,15.26,47.7,
25/08/2019,6:00:00,21.34,-7.089,16.251,-5.43,1.04,-3.8,-0.036,-0.96,8.33,4.18,25.5,present ,15.27,48,
25/08/2019,6:15:00,21.27,-5.516,16.392,-5.27,1.04,-3.8,0.042,-0.75,8.333,4.18,25.3,present ,15.27,48,
25/08/2019,6:30:00,21.34,-4.278,16.299,-5.06,1.04,-3.8,0.047,-0.58,8.33,4.18,25.4,present ,15.26,47.7,
25/08/2019,6:45:00,21.78,-4.16,16.709,-5.1,1.04,-3.8,0.248,-0.56,8.315,4.18,25.6,present ,15.27,48,
25/08/2019,7:00:00,21.94,-1.26,16.639,-4.67,1.04,-3.8,1.011,-0.17,8.308,4.18,26.5,present ,15.3,47.7,
25/08/2019,7:15:00,22.33,2.544,17.384,-4.3,1.04,-3.8,2.611,0.34,8.294,4.18,27.6,present ,15.27,48.3,
25/08/2019,7:30:00,22.36,-0.032,16.885,-4.51,1.04,-3.8,2.36,0,8.294,4.18,29.2,present ,15.3,48.3,
25/08/2019,7:45:00,22.11,2.017,17.061,-4.32,1.04,-3.8,3.499,0.27,8.301,4.18,30.7,present ,15.3,48.3,
25/08/2019,8:00:00,23.07,-2.131,17.499,-4.87,1.04,-3.8,2.324,-0.28,8.269,4.17,32.4,present ,15.31,48.6,
25/08/2019,8:15:00,24.25,-8.06,17.958,-5.63,1.04,-3.8,0.49,-1.08,8.226,4.17,32.7,present ,15.31,48.6,
25/08/2019,8:30:00,25.8,-0.379,18.93,-4.65,1.04,-3.8,0.35,-0.05,8.168,4.17,32.5,present ,15.3,48.3,
25/08/2019,8:45:00,26.26,2.142,19.276,-4.34,1.04,-3.8,0.957,0.28,8.154,4.17,32,present ,15.3,48.3,
25/08/2019,9:00:00,26.56,3.681,19.542,-4.16,1.04,-3.8,1.202,0.49,8.145,4.17,33.59,present ,15.31,48.9,
25/08/2019,9:15:00,27.22,2.042,19.848,-4.38,1.04,-3.8,0.638,0.27,8.121,4.17,34,present ,15.31,48.9,
25/08/2019,9:30:00,29.44,-1.603,20.761,-4.81,1.04,-3.8,-0.915,-0.21,8.045,4.17,34.3,present ,15.31,48.9,
25/08/2019,9:45:00,31.58,-6.86,19.727,-5.03,1.04,-3.8,-2.299,-0.89,7.973,4.17,35.2,present ,15.31,48.6,
25/08/2019,10:00:00,32.42,-5.442,20.476,-4.92,1.04,-3.8,-1.94,-0.7,7.943,4.17,35.59,present ,15.31,48.6,
25/08/2019,10:15:00,32.36,-1.967,21.765,-4.76,1.04,-3.8,-0.902,-0.25,7.946,4.17,35.9,present ,15.31,48.9,
25/08/2019,10:30:00,32.22,-1.289,21.752,-4.68,1.04,-3.8,-0.515,-0.16,7.95,4.17,36.5,present ,15.31,48.9,
25/08/2019,10:45:00,32.61,-0.531,22.146,-4.62,1.04,-3.8,-0.311,-0.06,7.936,4.17,37.3,present ,15.31,48.9,
25/08/2019,11:00:00,33.44,-0.479,22.37,-4.58,1.04,-3.8,-0.435,-0.06,7.909,4.17,38.2,present ,15.31,48.9,
25/08/2019,11:15:00,34.21,0.242,22.611,-4.46,1.04,-3.8,-0.085,0.03,7.883,4.17,39.7,present ,15.31,48.9,
25/08/2019,11:30:00,34.51,-0.119,22.729,-4.5,1.04,-3.8,-0.54,-0.01,7.873,4.17,41.1,present ,15.31,49.5,
25/08/2019,11:45:00,35.34,1.419,22.886,-4.25,1.04,-3.8,-0.086,0.18,7.846,4.17,42.4,present ,15.31,48.9,
25/08/2019,12:00:00,34.97,0.737,22.256,-4.24,1.04,-3.8,-0.441,0.09,7.86,4.17,42.9,present ,15.31,49.5,
25/08/2019,12:15:00,34.76,0.741,22.214,-4.25,1.04,-3.8,-0.66,0.09,7.866,4.17,43.2,present ,15.31,49.2,
25/08/2019,12:30:00,35.03,-1.821,19.83,-4.06,1.04,-3.8,-1.116,-0.23,7.856,4.17,43.8,present ,15.31,49.2,
25/08/2019,12:45:00,35.83,-2.32,17.443,-3.57,1.04,-3.8,-0.943,-0.29,7.83,4.17,45.3,present ,15.31,49.2,
25/08/2019,13:00:00,36.09,-1.669,18.735,-3.73,1.04,-3.8,-1.148,-0.21,7.823,4.17,45.3,present ,15.31,49.5,
25/08/2019,13:15:00,36.23,-1.555,18.836,-3.72,1.04,-3.8,-1.292,-0.19,7.817,4.17,45.1,present ,15.31,49.2,
25/08/2019,13:30:00,36.88,-2.672,16.349,-3.32,1.04,-3.8,-1.479,-0.34,7.797,4.17,45.8,present ,15.32,49.8,
25/08/2019,13:45:00,36.93,-0.308,17.282,-3.2,1.04,-3.8,-0.879,-0.03,7.794,4.17,45.9,present ,15.31,49.5,
25/08/2019,14:00:00,36.49,0.28,18.094,-3.32,1.04,-3.8,-0.846,0.03,7.81,4.17,45.5,present ,15.31,49.2,
25/08/2019,14:15:00,35.81,0.236,16.111,-2.97,1.04,-3.8,-0.8,0.03,7.83,4.17,44.7,present ,15.31,49.2,
25/08/2019,14:30:00,35.07,1.018,14.598,-2.61,1.04,-3.8,-0.451,0.13,7.856,4.17,44.1,present ,15.32,49.8,
25/08/2019,14:45:00,35.29,-0.439,12.18,-2.29,1.04,-3.8,-0.663,-0.05,7.85,4.17,43.9,present ,15.31,49.5,
25/08/2019,15:00:00,34.85,0.914,13.251,-2.36,1.04,-3.8,-0.674,0.11,7.863,4.17,43.7,present ,15.34,48.9,
25/08/2019,15:15:00,34.26,2.05,14.923,-2.6,1.04,-3.8,-0.255,0.26,7.883,4.17,43.2,present ,15.31,49.5,
25/08/2019,15:30:00,34.4,-0.804,9.865,-1.9,1.04,-3.8,-1.103,-0.1,7.876,4.17,43.2,present ,15.31,49.5,
25/08/2019,15:45:00,34.81,0.262,9.948,-1.76,1.04,-3.8,-0.97,0.03,7.863,4.17,43.8,present ,15.31,49.2,
25/08/2019,16:00:00,34.93,0.62,9.754,-1.67,1.04,-3.8,-0.968,0.07,7.86,4.17,44.1,present ,15.31,49.5,
25/08/2019,16:15:00,35.02,1.632,11.474,-1.89,1.04,-3.8,-0.833,0.21,7.856,4.17,44.7,present ,15.32,49.8,
25/08/2019,16:30:00,34.5,1.879,10.288,-1.63,1.04,-3.8,-0.498,0.24,7.873,4.17,43.9,present ,15.31,48.6,
25/08/2019,16:45:00,34.32,1.135,8.949,-1.46,1.04,-3.8,-0.906,0.14,7.879,4.17,43.7,present ,15.31,48.9,
25/08/2019,17:00:00,33.41,1.961,10.499,-1.72,1.04,-3.8,-0.693,0.25,7.909,4.17,42.7,present ,15.31,49.2,
25/08/2019,17:15:00,33.47,1.199,9.193,-1.53,1.04,-3.8,-0.613,0.15,7.909,4.17,42.2,present ,15.31,49.5,
